frame_index,elapsed_us,target_pos_deg_0,target_pos_deg_1,target_pos_deg_2,target_pos_deg_3,target_pos_deg_4,target_pos_deg_5,target_pos_deg_6,target_pos_deg_7,target_pos_deg_8,target_pos_deg_9,target_pos_deg_10,target_pos_deg_11,rx_pos_deg_0,rx_pos_deg_1,rx_pos_deg_2,rx_pos_deg_3,rx_pos_deg_4,rx_pos_deg_5,rx_pos_deg_6,rx_pos_deg_7,rx_pos_deg_8,rx_pos_deg_9,rx_pos_deg_10,rx_pos_deg_11,tar_err_deg_0,tar_err_deg_1,tar_err_deg_2,tar_err_deg_3,tar_err_deg_4,tar_err_deg_5,tar_err_deg_6,tar_err_deg_7,tar_err_deg_8,tar_err_deg_9,tar_err_deg_10,tar_err_deg_11
0,179,2.51246338,1.34654554,0.353485107,-0.33114916,-0.290823345,-1.96964449,-0.451373291,2.7865111,0.851083374,2.8028258,0.547107398,-3.74945309,2.5378418,1.18652344,0.357055664,-0.508117676,-0.483398437,-1.79901123,-0.455932617,2.99102783,0.859680176,3.00476074,0.74432373,-3.97979736,-0.025378418,0.160022104,-0.00357055664,0.176968515,0.192575092,-0.170633255,0.00455932617,-0.204516733,-0.00859680176,-0.201934946,-0.197216332,0.230344276
1,20581,2.48708496,1.50656765,0.349914551,-0.154180645,-0.0984136721,-2.14015861,-0.446813965,2.58474095,0.842486572,2.60089085,0.350120867,-3.51944029,2.5378418,1.18927002,0.357055664,-0.505371094,-0.477905273,-1.82098389,-0.455932617,2.9800415,0.856933594,2.94158936,0.722351074,-3.9743042,-0.0507568359,0.317297626,-0.00714111328,0.351190449,0.379491601,-0.31917472,0.00911865234,-0.395300556,-0.0144470215,-0.340698505,-0.372230207,0.454863905
2,40975,2.46170654,1.66658975,0.346343994,0.0227878701,0.0938795783,-2.31059883,-0.442254639,2.3829708,0.833889771,2.3989559,0.15324253,-3.28963005,2.5378418,1.21124268,0.357055664,-0.505371094,-0.414733887,-1.84570312,-0.455932617,2.94158936,0.856933594,2.86468506,0.700378418,-3.9276123,-0.0761352539,0.455347074,-0.0107116699,0.528158964,0.508613465,-0.464895701,0.0136779785,-0.558618559,-0.0230438232,-0.465729154,-0.547135888,0.637982259
3,61367,2.43632812,1.82661185,0.342773437,0.199756385,0.286057792,-2.48096592,-0.437695312,2.18120065,0.825292969,2.19702096,-0.0435288332,-3.06001975,2.5378418,1.27990723,0.357055664,-0.417480469,-0.373535156,-1.8951416,-0.455932617,2.90039062,0.854187012,2.76855469,0.656433105,-3.88916016,-0.101513672,0.546704628,-0.0142822266,0.617236854,0.659592948,-0.585824322,0.0182373047,-0.719189979,-0.028894043,-0.571533729,-0.699961939,0.829140407
4,81814,2.41094971,1.98663396,0.339202881,0.376724901,0.478122346,-2.65126068,-0.433135986,1.97943049,0.816696167,1.99508601,-0.24019444,-2.83060683,2.5378418,1.3760376,0.357055664,-0.296630859,-0.3515625,-1.95281982,-0.455932617,2.84820557,0.83770752,2.66418457,0.626220703,-3.86444092,-0.12689209,0.610596361,-0.0178527832,0.67335576,0.829684846,-0.698440853,0.0227966309,-0.868775072,-0.0210113525,-0.669098558,-0.866415143,1.03383408
5,102144,2.38557129,2.14665606,0.335632324,0.553693416,0.670074612,-2.82148386,-0.42857666,1.77766034,0.808099365,1.79315107,-0.436755501,-2.60138875,2.53509521,1.50787354,0.357055664,-0.142822266,-0.32409668,-1.99951172,-0.455932617,2.73010254,0.829467773,2.50762939,0.56854248,-3.79852295,-0.149523926,0.638782527,-0.0214233398,0.696515682,0.994171292,-0.821972144,0.027355957,-0.952442195,-0.0213684082,-0.714478328,-1.00529798,1.1971342
6,122597,2.36019287,2.30667817,0.332061768,0.730661931,0.861915953,-2.99163625,-0.424017334,1.57589019,0.799502563,1.59121612,-0.633213222,-2.37236297,2.53509521,1.67266846,0.357055664,0.0384521484,-0.282897949,-2.07092285,-0.455932617,2.5680542,0.821228027,2.31536865,0.52734375,-3.73260498,-0.174902344,0.63400971,-0.0249938965,0.692209783,1.1448139,-0.920713401,0.0319152832,-0.992164006,-0.0217254639,-0.724152532,-1.16055697,1.36024201
7,142944,2.33481445,2.46670027,0.328491211,0.907630447,1.05364772,-3.16171862,-0.419458008,1.37412004,0.790905762,1.38928117,-0.829568805,-2.14352699,2.53509521,1.8347168,0.354309082,0.21697998,-0.170288086,-2.15332031,-0.458679199,2.4005127,0.818481445,2.14782715,0.477905273,-3.67767334,-0.200280762,0.631983474,-0.0258178711,0.690650466,1.22393581,-1.00839831,0.0392211914,-1.02639265,-0.0275756836,-0.758545974,-1.30747408,1.53414635
8,163578,2.30943604,2.62672237,0.324920654,1.08459896,1.24527127,-3.33173173,-0.414898682,1.17234989,0.78230896,1.18734623,-1.02582345,-1.91487831,2.53234863,2.00500488,0.354309082,0.39276123,-0.129089355,-2.21923828,-0.458679199,2.19451904,0.812988281,1.94732666,0.414733887,-3.6227417,-0.222912598,0.621717492,-0.0293884277,0.691837731,1.37436063,-1.11249345,0.0437805176,-1.02216915,-0.0306793213,-0.759980432,-1.44055733,1.70786339
9,183915,2.28405762,2.78674448,0.321350098,1.26156748,1.43678794,-3.50167636,-0.410339355,0.97057974,0.773712158,0.985411283,-1.22197833,-1.68641448,2.52960205,2.16705322,0.354309082,0.587768555,-0.107116699,-2.28790283,-0.458679199,1.96380615,0.802001953,1.76605225,0.36529541,-3.57879639,-0.245544434,0.619691256,-0.0329589844,0.673798923,1.54390464,-1.21377353,0.0483398438,-0.993226413,-0.0282897949,-0.780640964,-1.58727374,1.89238191
