frame_index,elapsed_us,target_pos_deg_0,target_pos_deg_1,target_pos_deg_2,target_pos_deg_3,target_pos_deg_4,target_pos_deg_5,target_pos_deg_6,target_pos_deg_7,target_pos_deg_8,target_pos_deg_9,target_pos_deg_10,target_pos_deg_11,rx_pos_deg_0,rx_pos_deg_1,rx_pos_deg_2,rx_pos_deg_3,rx_pos_deg_4,rx_pos_deg_5,rx_pos_deg_6,rx_pos_deg_7,rx_pos_deg_8,rx_pos_deg_9,rx_pos_deg_10,rx_pos_deg_11,tar_err_deg_0,tar_err_deg_1,tar_err_deg_2,tar_err_deg_3,tar_err_deg_4,tar_err_deg_5,tar_err_deg_6,tar_err_deg_7,tar_err_deg_8,tar_err_deg_9,tar_err_deg_10,tar_err_deg_11
0,46,1.54989624,0.612189826,17.7259186,-0.396602289,23.4490753,-31.9201688,-4.54364319,5.7831715,4.83730774,3.68129467,43.9402405,-21.1297503,1.56555176,0.502624512,17.9049683,-0.516357422,23.6425781,-32.2174072,-4.58953857,5.95733643,4.88616943,3.8369751,44.362793,-21.3134766,-0.0156555176,0.109565314,-0.179049683,0.119755133,-0.193502867,0.297238408,0.0458953857,-0.174164923,-0.0488616943,-0.155680426,-0.42255251,0.183726255
1,20298,1.53424072,0.72175514,17.5468689,-0.276847155,23.2556873,-31.6450662,-4.4977478,5.60900658,4.78844604,3.52836083,43.5189228,-20.9491299,1.56829834,0.505371094,17.880249,-0.510864258,23.6233521,-32.192688,-4.59228516,5.9463501,4.88616943,3.81500244,44.3078613,-21.244812,-0.0340576172,0.216384046,-0.333380127,0.234017102,-0.367664753,0.547621779,0.0945373535,-0.337343518,-0.0977233887,-0.286641614,-0.788938489,0.295682071
2,40639,1.51858521,0.831320453,17.3678192,-0.157092022,23.0624127,-31.3701212,-4.45185242,5.43484166,4.73958435,3.37542698,43.0988052,-20.7688672,1.56829834,0.52734375,17.8308105,-0.472412109,23.5986328,-32.1047974,-4.59228516,5.90789795,4.88616943,3.76831055,44.1375732,-21.1761475,-0.0497131348,0.303976703,-0.462991333,0.315320087,-0.536220112,0.734676165,0.140432739,-0.473056293,-0.146585083,-0.392883564,-1.038768,0.407280237
3,60941,1.50292969,0.940885767,17.1887695,-0.0373368889,22.8692499,-31.0953283,-4.40595703,5.26067673,4.69072266,3.22249314,42.6798538,-20.5889605,1.56829834,0.56854248,17.7374268,-0.428466797,23.5766602,-32.0388794,-4.57305908,5.83099365,4.88067627,3.68041992,44.0524292,-21.192627,-0.0653686523,0.372343287,-0.548657227,0.391129908,-0.707410221,0.943551091,0.167102051,-0.57031692,-0.189953613,-0.457926783,-1.37257545,0.603666457
4,81280,1.48727417,1.05045108,17.0097198,0.0824182443,22.6761975,-30.8206821,-4.36006165,5.08651181,4.64186096,3.06955929,42.2620354,-20.4094081,1.56829834,0.626220703,17.6055908,-0.373535156,23.5327148,-31.9894409,-4.56481934,5.72113037,4.85870361,3.59527588,43.9425659,-21.09375,-0.0810241699,0.424230378,-0.595870972,0.455953401,-0.856517363,1.16875882,0.20475769,-0.634618562,-0.216842651,-0.525716584,-1.68053055,0.684341894
5,101565,1.47161865,1.1600164,16.8306702,0.202173378,22.4832538,-30.5461772,-4.31416626,4.91234689,4.59299927,2.91662545,41.845318,-20.2302084,1.56829834,0.683898926,17.4380493,-0.31036377,23.4667969,-31.8960571,-4.53460693,5.56182861,4.80651855,3.48815918,43.9205933,-21.0690308,-0.0966796875,0.476117469,-0.60737915,0.512537147,-0.983543051,1.3498799,0.220440674,-0.649481727,-0.213519287,-0.571533729,-2.07527526,0.838822358
6,121807,1.45596313,1.26958171,16.6516205,0.321928511,22.2904175,-30.2718084,-4.26827087,4.73818196,4.54413757,2.76369161,41.4296704,-20.0513597,1.56829834,0.749816895,17.2842407,-0.214233398,23.4228516,-31.8493652,-4.51263428,5.36407471,4.76531982,3.37554932,43.895874,-21.0470581,-0.112335205,0.519764815,-0.632620239,0.536161909,-1.1324341,1.57755687,0.244363403,-0.625892744,-0.221182251,-0.61185771,-2.46620358,0.995698361
7,142097,1.44030762,1.37914702,16.4725708,0.441683644,22.0976869,-29.9975703,-4.22237549,4.56401704,4.49527588,2.61075776,41.0150623,-19.8728605,1.56829834,0.823974609,17.1112061,-0.104370117,23.3349609,-31.6845703,-4.49066162,5.11962891,4.7076416,3.24920654,43.5800171,-21.0058594,-0.127990723,0.555172414,-0.638635254,0.546053761,-1.23727402,1.68700004,0.268286133,-0.555611867,-0.212365723,-0.638448781,-2.56495483,1.13299889
8,162325,1.4246521,1.48871234,16.2935211,0.561438777,21.9050607,-29.7234577,-4.1764801,4.38985212,4.44641418,2.45782392,40.6014639,-19.694709,1.56829834,0.876159668,16.9848633,0.0164794922,23.269043,-31.574707,-4.46594238,4.92462158,4.67193604,3.10638428,43.4152222,-20.9371948,-0.14364624,0.612552669,-0.691342163,0.544959285,-1.36398227,1.85124929,0.28946228,-0.534769466,-0.225521851,-0.648560359,-2.8137583,1.24248582
9,182709,1.40899658,1.59827765,16.1144714,0.681193911,21.7125373,-29.4494656,-4.13058472,4.21568719,4.39755249,2.30489007,40.1888464,-19.5169036,1.57104492,0.898132324,16.8502808,0.140075684,23.203125,-31.5087891,-4.41925049,4.7543335,4.63623047,3.02124023,43.2119751,-20.8740234,-0.16204834,0.700145327,-0.735809326,0.541118227,-1.49058766,2.05932344,0.288665771,-0.538646303,-0.238677979,-0.716350161,-3.0231287,1.35711979
10,203057,1.39334106,1.70784296,15.9354218,0.800949044,21.5201154,-29.1755888,-4.08468933,4.04152227,4.3486908,2.15195623,39.7771817,-19.3394428,1.57104492,0.928344727,16.605835,0.266418457,23.0053711,-31.3989258,-4.36981201,4.5703125,4.60327148,2.86743164,42.8192139,-20.7833862,-0.177703857,0.779498238,-0.670413208,0.534530587,-1.4852557,2.22333697,0.285122681,-0.52879023,-0.254580688,-0.715475411,-3.04203214,1.44394343
11,223473,1.37768555,1.81740828,15.7563721,0.920704177,21.3277934,-28.9018223,-4.03879395,3.86735735,4.2998291,1.99902239,39.3664424,-19.1623248,1.57104492,0.997009277,16.3394165,0.425720215,22.9202271,-31.4016724,-4.33410645,4.40002441,4.56481934,2.77954102,42.2891235,-20.7366943,-0.193359375,0.820399001,-0.583044434,0.494983962,-1.59243367,2.49985009,0.2953125,-0.532667068,-0.264990234,-0.78051863,-2.92268112,1.57436949
12,243830,1.36203003,1.92697359,15.5773224,1.04045931,21.1355699,-28.628161,-3.99289856,3.69319242,4.25096741,1.84608854,38.9566017,-18.9855481,1.57104492,1.10961914,16.1361694,0.565795898,22.8076172,-31.1132813,-4.28192139,4.24072266,4.53460693,2.65594482,41.7645264,-20.6954956,-0.209014893,0.817354452,-0.558847046,0.474663412,-1.6720473,2.48512026,0.289022827,-0.547530233,-0.283639526,-0.809856283,-2.80792465,1.70994746
13,264169,1.34637451,2.03653891,15.3982727,1.16021444,20.9434435,-28.3546,-3.94700317,3.5190275,4.20210571,1.6931547,38.5476335,-18.8091111,1.57104492,1.25244141,16.0153198,0.642700195,22.7416992,-31.0858154,-4.23797607,4.08691406,4.50439453,2.51861572,41.5145874,-20.5856323,-0.22467041,0.7840975,-0.617047119,0.517514248,-1.79825574,2.73121542,0.2909729,-0.567886563,-0.302288818,-0.825461026,-2.9669539,1.77652123
14,284579,1.33071899,2.14610422,15.219223,1.27996958,20.7514127,-28.0811344,-3.90110779,3.34486258,4.15324402,1.54022085,38.1395123,-18.6330121,1.57104492,1.46392822,15.8944702,0.766296387,22.6757812,-30.9677124,-4.19952393,3.91387939,4.47418213,2.32086182,40.7785034,-20.4537964,-0.240325928,0.682175998,-0.675247192,0.51367319,-1.92436853,2.88657797,0.298416138,-0.569016818,-0.32093811,-0.780640964,-2.63899115,1.82078432
15,304878,1.31506348,2.25566953,15.0401733,1.39972471,20.5594762,-27.8077594,-3.8552124,3.17069765,4.10438232,1.38728701,37.7322131,-18.4572495,1.56829834,1.73583984,15.7598877,0.87890625,22.565918,-30.3359985,-4.17205811,3.73535156,4.43572998,2.08190918,40.3637695,-20.3109741,-0.253234863,0.519829691,-0.719714355,0.52081846,-2.00644176,2.52823915,0.316845703,-0.564653909,-0.331347656,-0.694622171,-2.63155642,1.85372466
16,325186,1.29940796,2.36523485,14.8611237,1.51947984,20.3676325,-27.53447,-3.80931702,2.99653273,4.05552063,1.23435316,37.3257117,-18.2818217,1.55181885,1.98303223,15.5401611,0.977783203,22.434082,-30.3167725,-4.13085938,3.5458374,4.39727783,1.87042236,40.0918579,-20.1022339,-0.252410889,0.382202622,-0.679037476,0.54169664,-2.06644949,2.78230242,0.321542358,-0.549304672,-0.341757202,-0.636069199,-2.76614625,1.82041222
17,345450,1.28375244,2.47480016,14.682074,1.63923498,20.1758803,-27.2612616,-3.76342163,2.82236781,4.00665894,1.08141932,36.9199841,-18.1067271,1.54907227,2.22473145,15.369873,1.04370117,22.3022461,-30.0942993,-4.07043457,3.41125488,4.34783936,1.75506592,39.7485352,-19.90448,-0.265319824,0.250068717,-0.687799072,0.595533805,-2.12636578,2.83303769,0.307012939,-0.588887076,-0.34118042,-0.673646598,-2.82855101,1.79775291
18,365828,1.26809692,2.58436548,14.5030243,1.75899011,19.9842182,-26.9881294,-3.71752625,2.64820288,3.95779724,0.928485476,36.5150073,-17.9319641,1.52709961,2.38128662,15.1803589,1.08215332,21.9644165,-29.5861816,-4.02648926,3.30413818,4.30938721,1.62597656,39.1333008,-19.7286987,-0.259002686,0.203078855,-0.677334595,0.676836789,-1.98019835,2.59805224,0.308963013,-0.6559353,-0.351589966,-0.697491086,-2.61829351,1.79673466
19,386118,1.25244141,2.69393079,14.3239746,1.87874524,19.7926447,-26.7150687,-3.67163086,2.47403796,3.90893555,0.775551632,36.1107583,-17.7575311,1.51885986,2.47192383,15.0018311,1.15081787,21.862793,-29.5257568,-3.99353027,3.20800781,4.26818848,1.45568848,38.9273071,-19.5968628,-0.266418457,0.222006962,-0.677856445,0.727927372,-2.07014829,2.81068819,0.321899414,-0.733969852,-0.35925293,-0.680136845,-2.81654885,1.83933173
20,406406,1.23678589,2.8034961,14.1449249,1.99850038,19.6011585,-26.4420747,-3.62573547,2.29987304,3.86007385,0.622617788,35.7072149,-17.5834264,1.49688721,2.53234863,14.8425293,1.26617432,21.5029907,-29.1522217,-3.95782471,3.08441162,4.21325684,1.25793457,38.3917236,-19.3222046,-0.260101318,0.271147471,-0.69760437,0.73232606,-1.90183222,2.71014696,0.332089233,-0.784538584,-0.353182983,-0.635316783,-2.68450876,1.73877815
21,426835,1.22113037,2.91306142,13.9658752,2.11825551,19.4097583,-26.169143,-3.57984009,2.12570811,3.81121216,0.469683944,35.3043552,-17.4096486,1.45294189,2.57354736,14.614563,1.38427734,21.2612915,-28.762207,-3.93310547,2.94158936,4.16381836,1.15081787,38.2214355,-19.2095947,-0.231811523,0.339514054,-0.648687744,0.733978166,-1.85153322,2.59306405,0.353265381,-0.815881242,-0.352606201,-0.681133927,-2.91708031,1.79994611
22,447159,1.20547485,3.02262673,13.7868256,2.23801064,19.2184427,-25.8962689,-3.5339447,1.95154319,3.76235046,0.316750099,34.902158,-17.236196,1.43096924,2.61199951,14.3399048,1.52709961,21.060791,-28.5397339,-3.91387939,2.78778076,4.08416748,0.994262695,37.4386597,-19.0475464,-0.225494385,0.41062722,-0.553079224,0.710911033,-1.84234836,2.64346504,0.379934692,-0.836237571,-0.321817017,-0.677512596,-2.53650166,1.81135041
23,467478,1.18981934,3.13219205,13.6077759,2.35776578,19.0272103,-25.6234478,-3.48804932,1.77737827,3.71348877,0.163816255,34.5006022,-17.0630669,1.40625,2.65045166,14.1696167,1.64794922,20.9399414,-28.2293701,-3.89465332,2.61199951,3.99353027,0.898132324,37.180481,-18.8717651,-0.216430664,0.481740385,-0.56184082,0.709816557,-1.91273112,2.60592235,0.406604004,-0.834621245,-0.280041504,-0.734316069,-2.67987873,1.80869819
24,487834,1.17416382,3.24175736,13.4287262,2.47752091,18.8360598,-25.3506752,-3.44215393,1.60321334,3.66462708,0.0108824111,34.0996674,-16.8902599,1.38977051,2.69714355,14.0432739,1.79901123,20.7861328,-28.0755615,-3.87817383,2.40600586,3.85345459,0.758056641,36.864624,-18.6959839,-0.215606689,0.544613805,-0.614547729,0.678509679,-1.95007299,2.72488632,0.436019897,-0.802792516,-0.188827515,-0.74717423,-2.76495666,1.80572398
25,508145,1.1585083,3.35132267,13.2496765,2.59727604,18.6449899,-25.0779467,-3.39625854,1.42904842,3.61576538,-0.142051433,33.6993333,-16.7177733,1.38702393,2.74658203,13.9086914,1.92810059,20.7202148,-27.5811768,-3.85070801,2.20275879,3.78753662,0.626220703,36.3592529,-18.6437988,-0.228515625,0.604740642,-0.659014893,0.669175457,-2.07522491,2.50323008,0.454449463,-0.773710369,-0.17177124,-0.768272136,-2.65991962,1.92602556
26,528447,1.14285278,3.46088799,13.0706268,2.71703118,18.4539993,-24.8052577,-3.35036316,1.2548835,3.56690369,-0.294985277,33.2995803,-16.5456054,1.38702393,2.80151367,13.7741089,2.05718994,20.5389404,-27.3092651,-3.82049561,1.99401855,3.70788574,0.420227051,36.0543823,-18.380127,-0.244171143,0.659374315,-0.703482056,0.659841234,-2.08494112,2.50400741,0.470132446,-0.739135058,-0.140982056,-0.715212328,-2.75480203,1.83452151
27,548721,1.12719727,3.5704533,12.8915771,2.83678631,18.2630866,-24.5326039,-3.30446777,1.08071857,3.51804199,-0.447919121,32.900389,-16.3737548,1.38702393,2.8729248,13.609314,2.17254639,20.3439331,-27.1334839,-3.78753662,1.73858643,3.66119385,0.20324707,35.7000732,-18.1246948,-0.25982666,0.697528496,-0.717736816,0.664239922,-2.08084648,2.60087995,0.483068848,-0.657867852,-0.143151855,-0.651166192,-2.79968428,1.75093998
28,569078,1.11154175,3.68001862,12.7125275,2.95654144,18.0722506,-24.2599809,-3.25857239,0.906553651,3.4691803,-0.600852966,32.5017403,-16.2022199,1.38702393,2.93334961,13.4225464,2.30163574,20.0143433,-26.7791748,-3.74359131,1.53259277,3.63098145,0.0384521484,35.2825928,-17.9324341,-0.275482178,0.746669006,-0.710018921,0.6549057,-1.9420927,2.51919391,0.485018921,-0.626039123,-0.161801147,-0.639305114,-2.7808525,1.73021422
29,589338,1.09588623,3.78958393,12.5334778,3.07629658,17.8814898,-23.9873843,-3.212677,0.732388727,3.4203186,-0.75378681,32.1036155,-16.0309989,1.38702393,2.9800415,13.260498,2.4005127,19.6875,-26.6638184,-3.69689941,1.36230469,3.59802246,-0.0769042969,34.9996948,-17.8417969,-0.291137695,0.809542425,-0.727020264,0.67578388,-1.80601016,2.67643411,0.484222412,-0.62991596,-0.177703857,-0.676882513,-2.89607928,1.81079797
30,609594,1.08023071,3.89914924,12.3544281,3.19605171,17.6908031,-23.7148097,-3.16678162,0.558223804,3.37145691,-0.906720654,31.7059964,-15.8600904,1.38702393,3.06793213,13.109436,2.57629395,19.5336914,-26.3397217,-3.64471436,1.21124268,3.58154297,-0.195007324,34.3927002,-17.729187,-0.306793213,0.831217114,-0.755007935,0.619757763,-1.84288827,2.62491202,0.477932739,-0.653018872,-0.21008606,-0.71171333,-2.68670376,1.86909663
31,630060,1.0645752,4.00871456,12.1753784,3.31580684,17.5001892,-23.4422528,-3.12088623,0.384058881,3.32259521,-1.0596545,31.3088649,-15.6894927,1.38702393,3.20526123,12.8814697,2.76306152,19.3579102,-26.1199951,-3.58428955,1.01898193,3.54858398,-0.32409668,34.2745972,-17.5094604,-0.32244873,0.803453326,-0.706091309,0.552745319,-1.85772097,2.67774232,0.46340332,-0.634923053,-0.22598877,-0.735557819,-2.96573227,1.81996774
32,650414,1.04891968,4.11827987,11.9963287,3.43556198,17.3096467,-23.1697094,-3.07499084,0.209893957,3.27373352,-1.21258834,30.9122032,-15.5192043,1.38977051,3.39752197,12.5793457,2.8894043,19.1821289,-25.765686,-3.54034424,0.848693848,3.515625,-0.464172363,33.6071777,-17.3336792,-0.34085083,0.720757898,-0.583016968,0.546157678,-1.87248221,2.59597664,0.465353394,-0.63879989,-0.241891479,-0.748415979,-2.69497453,1.81447491
33,670750,1.03326416,4.22784518,11.8172791,3.55531711,17.1191744,-22.8971752,-3.02909546,0.0357290341,3.22487183,-1.36552219,30.5159939,-15.3492235,1.39251709,3.58428955,12.4035645,3.00201416,18.984375,-25.5734253,-3.50463867,0.686645508,3.49914551,-0.604248047,33.3462524,-17.2677612,-0.35925293,0.643555634,-0.5862854,0.553302948,-1.86520061,2.6762501,0.475543213,-0.650916474,-0.274273682,-0.76127414,-2.83025854,1.91853771
