frame_index,elapsed_us,target_pos_deg_0,target_pos_deg_1,target_pos_deg_2,target_pos_deg_3,target_pos_deg_4,target_pos_deg_5,target_pos_deg_6,target_pos_deg_7,target_pos_deg_8,target_pos_deg_9,target_pos_deg_10,target_pos_deg_11,rx_pos_deg_0,rx_pos_deg_1,rx_pos_deg_2,rx_pos_deg_3,rx_pos_deg_4,rx_pos_deg_5,rx_pos_deg_6,rx_pos_deg_7,rx_pos_deg_8,rx_pos_deg_9,rx_pos_deg_10,rx_pos_deg_11,tar_err_deg_0,tar_err_deg_1,tar_err_deg_2,tar_err_deg_3,tar_err_deg_4,tar_err_deg_5,tar_err_deg_6,tar_err_deg_7,tar_err_deg_8,tar_err_deg_9,tar_err_deg_10,tar_err_deg_11
0,108,6.06906738,7.92097986,-24.6188782,26.7104616,50.2918738,-55.0237884,-9.03290405,-1.66973169,2.77893677,-16.8400697,64.8949518,-28.6071606,6.13037109,7.94586182,-24.8675537,26.8066406,50.6469727,-55.4342651,-9.12414551,-1.61773682,2.80700684,-16.8365479,65.5004883,-28.7402344,-0.0613037109,-0.0248819549,0.248675537,-0.0961790677,-0.355098834,0.410476768,0.0912414551,-0.0519948762,-0.0280700684,-0.00352186002,-0.605536475,0.133073774
1,20631,6.00776367,7.89884449,-24.3702026,26.6142825,49.937981,-54.6151254,-8.9416626,-1.71074024,2.7508667,-16.8435916,64.2963699,-28.4747859,6.13037109,7.94036865,-24.8236084,26.8121338,50.5151367,-55.2804565,-9.1104126,-1.58752441,2.80700684,-16.8145752,65.3686523,-28.7402344,-0.122607422,-0.0415241636,0.453405762,-0.197851299,-0.577155692,0.665331156,0.16875,-0.123215827,-0.0561401367,-0.0290163763,-1.07228246,0.26544848
2,41314,5.94645996,7.87670912,-24.1215271,26.5181034,49.5852666,-54.208223,-8.85042114,-1.75174879,2.72279663,-16.8471134,63.7044263,-28.3431364,6.12762451,7.93762207,-24.7576904,26.8093872,50.1937866,-55.0195312,-9.06921387,-1.58203125,2.80700684,-16.8173218,65.1434326,-28.7374878,-0.181164551,-0.0609129544,0.63616333,-0.291283785,-0.608519987,0.811308297,0.218792725,-0.169717539,-0.0842102051,-0.0297916543,-1.43900628,0.39435139
3,61712,5.88515625,7.85457374,-23.8728516,26.4219244,49.2337038,-53.8030298,-8.75917969,-1.79275734,2.69472656,-16.8506353,63.1188067,-28.2122099,6.12762451,7.93487549,-24.6478271,26.784668,50.0976562,-54.8190308,-9.03076172,-1.57653809,2.79052734,-16.8365479,64.9923706,-28.7265015,-0.242468262,-0.0803017452,0.774975586,-0.362743615,-0.863952487,1.01600099,0.271582031,-0.216219251,-0.0958007813,-0.0140874401,-1.87356388,0.514291561
4,82190,5.82385254,7.83243837,-23.624176,26.3257453,48.8832663,-53.3994964,-8.66793823,-1.83376588,2.66665649,-16.8541572,62.5392184,-28.0820042,6.1138916,7.92388916,-24.5187378,26.7324829,50.0317383,-54.7283936,-8.96209717,-1.57653809,2.78778076,-16.8585205,64.8138428,-28.7155151,-0.290039063,-0.0914507899,0.894561768,-0.406737624,-1.14847199,1.32889716,0.294158936,-0.257227799,-0.121124268,0.00436335613,-2.27462439,0.633510976
5,102523,5.76254883,7.810303,-23.3755005,26.2295662,48.5339288,-52.9975751,-8.57669678,-1.87477443,2.63858643,-16.857679,61.9653884,-27.9525169,6.10565186,7.91290283,-24.3731689,26.6665649,49.9383545,-54.574585,-8.8961792,-1.57928467,2.78778076,-16.8804932,64.5721436,-28.6935425,-0.343103027,-0.102599835,0.997668457,-0.436998723,-1.40442566,1.57700986,0.319482422,-0.295489765,-0.149194336,0.0228141524,-2.60675516,0.741025553
6,122931,5.70124512,7.78816762,-23.126825,26.1333872,48.1856667,-52.5972198,-8.48545532,-1.91578298,2.61051636,-16.8612009,61.3970618,-27.8237459,6.07818604,7.89642334,-24.1699219,26.5979004,49.6582031,-54.5114136,-8.81103516,-1.590271,2.78503418,-16.8475342,64.201355,-28.7237549,-0.376940918,-0.108255715,1.04309692,-0.46451324,-1.47253644,1.91419374,0.325579834,-0.325511985,-0.174517822,-0.013666692,-2.8042932,0.900008942
7,143273,5.63994141,7.76603225,-22.8781494,26.0372081,47.8384558,-52.1983861,-8.39421387,-1.95679153,2.58244629,-16.8647227,60.8339999,-27.6956889,6.00402832,7.89367676,-23.8980103,26.5264893,49.4906616,-54.4454956,-8.76434326,-1.60400391,2.7822876,-16.8475342,63.9541626,-28.7237549,-0.364086914,-0.127644506,1.01986084,-0.489281174,-1.65220578,2.24710952,0.370129395,-0.352787623,-0.199841309,-0.0171885521,-3.12016275,1.02806596
8,163588,5.5786377,7.74389688,-22.6294739,25.941029,47.4922729,-51.8010309,-8.30297241,-1.99780008,2.55437622,-16.8682446,60.2759788,-27.5683436,5.90789795,7.87445068,-23.5739136,26.4276123,49.152832,-54.3603516,-8.67370605,-1.61499023,2.76306152,-16.8585205,63.6520386,-28.6495972,-0.329260254,-0.130553805,0.944439697,-0.486583289,-1.66055909,2.55932068,0.370733643,-0.382809843,-0.208685303,-0.00972408396,-3.37605977,1.08125358
9,183995,5.51733398,7.72176151,-22.3807983,25.8448499,47.1470952,-51.4051126,-8.21173096,-2.03880863,2.52630615,-16.8717665,59.7227884,-27.4417076,5.79803467,7.86621094,-23.2992554,26.3095093,49.0457153,-53.9620972,-8.64074707,-1.64794922,2.74383545,-16.8969727,63.4515381,-28.5617065,-0.280700684,-0.144449431,0.918457031,-0.464659329,-1.89862011,2.55698452,0.429016113,-0.390859406,-0.217529297,0.0252062045,-3.72874964,1.11999891
