frame_index,elapsed_us,target_pos_deg_0,target_pos_deg_1,target_pos_deg_2,target_pos_deg_3,target_pos_deg_4,target_pos_deg_5,target_pos_deg_6,target_pos_deg_7,target_pos_deg_8,target_pos_deg_9,target_pos_deg_10,target_pos_deg_11,rx_pos_deg_0,rx_pos_deg_1,rx_pos_deg_2,rx_pos_deg_3,rx_pos_deg_4,rx_pos_deg_5,rx_pos_deg_6,rx_pos_deg_7,rx_pos_deg_8,rx_pos_deg_9,rx_pos_deg_10,rx_pos_deg_11,tar_err_deg_0,tar_err_deg_1,tar_err_deg_2,tar_err_deg_3,tar_err_deg_4,tar_err_deg_5,tar_err_deg_6,tar_err_deg_7,tar_err_deg_8,tar_err_deg_9,tar_err_deg_10,tar_err_deg_11
0,71,5.08474731,4.22298181,2.09371948,17.3104768,60.9891504,-65.0962139,-1.81908875,1.60136511,2.5831604,-8.59299024,65.4759033,-60.7529844,5.1361084,4.20776367,2.11486816,17.3117065,86.9458008,-106.611328,-1.83746338,1.67541504,2.60925293,-8.50616455,86.2866211,-77.5030518,-0.051361084,0.0152181428,-0.0211486816,-0.00122972689,-25.9566504,41.5151143,0.0183746338,-0.0740499299,-0.0260925293,-0.086825693,-20.8107178,16.7500673
1,20385,5.03338623,4.23819996,2.0725708,17.3092471,61.0106585,-65.0727694,-1.80071411,1.52731518,2.55706787,-8.67981594,65.4519749,-60.7735466,5.15258789,4.14733887,2.10113525,17.2210693,85.2731323,-104.658508,-1.84020996,1.66442871,2.61749268,-8.50616455,85.2539062,-75.9759521,-0.11920166,0.0908610903,-0.0285644531,0.0881777533,-24.2624738,39.5857389,0.0394958496,-0.137113532,-0.0604248047,-0.173651386,-19.8019314,15.2024055
2,40690,4.98202515,4.2534181,2.05142212,17.3080174,61.0321789,-65.0493402,-1.78233948,1.45326525,2.53097534,-8.76664163,65.4280624,-60.79412,5.14984131,4.1418457,2.10113525,17.210083,84.0893555,-102.870483,-1.82647705,1.58752441,2.61749268,-8.47869873,83.9437866,-74.6136475,-0.167816162,0.111572397,-0.0497131348,0.0979343545,-23.0571766,37.8211432,0.0441375732,-0.134259165,-0.086517334,-0.287942899,-18.5157242,13.8195274
3,61093,4.93066406,4.26863624,2.03027344,17.3067876,61.0537115,-65.0259261,-1.76396484,1.37921532,2.50488281,-8.85346732,65.404166,-60.8147047,5.14984131,4.13909912,2.10113525,17.1881104,82.1035767,-101.115417,-1.82373047,1.42822266,2.61474609,-8.48144531,81.4169312,-72.8805542,-0.219177246,0.129537122,-0.0708618164,0.118677284,-21.0498651,36.0894913,0.059765625,-0.0490073368,-0.109863281,-0.37202201,-16.0127652,12.0658495
4,81991,4.87930298,4.28385439,2.00912476,17.3055579,61.0752565,-65.0025272,-1.74559021,1.30516539,2.47879028,-8.94029302,65.3802855,-60.8353005,5.14709473,4.13909912,2.10113525,17.1661377,78.9559937,-97.7261353,-1.82373047,1.30462646,2.60925293,-8.47869873,78.8461304,-70.5596924,-0.267791748,0.144755265,-0.092010498,0.139420213,-17.8807372,32.723608,0.0781402588,0.0005389247,-0.130462646,-0.461594285,-13.4658449,9.72439184
5,102435,4.82794189,4.29907253,1.98797607,17.3043282,61.0968138,-64.9791434,-1.72721558,1.23111546,2.45269775,-9.02711871,65.356421,-60.8559077,5.14434814,4.13909912,2.09014893,17.1633911,75.5117798,-93.6117554,-1.82373047,1.21948242,2.60375977,-8.47045898,75.9924316,-68.3404541,-0.31640625,0.159973408,-0.102172852,0.140937068,-14.414966,28.6326119,0.0965148926,0.0116330378,-0.151062012,-0.556659725,-10.6360107,7.48454642
6,123112,4.77658081,4.31429067,1.96682739,17.3030985,61.1183834,-64.9557747,-1.70884094,1.15706553,2.42660522,-9.1139444,65.3325723,-60.8765261,5.11962891,4.13909912,2.08465576,17.1606445,71.6281128,-89.730835,-1.82373047,1.18103027,2.59002686,-8.47320557,73.3392334,-66.5634155,-0.343048096,0.17519155,-0.117828369,0.142453923,-10.5097294,24.7750602,0.114889526,-0.0239647437,-0.163421631,-0.640738836,-8.00666107,5.68688943
7,143446,4.72521973,4.32950881,1.94567871,17.3018687,61.1399653,-64.9324211,-1.69046631,1.0830156,2.4005127,-9.2007701,65.3087396,-60.8971558,5.11138916,4.14733887,2.0791626,17.1606445,68.7496948,-84.8529053,-1.82647705,1.16729736,2.58178711,-8.52539062,72.0703125,-65.4977417,-0.386169434,0.182169947,-0.133483887,0.141224197,-7.60972951,19.9204842,0.136010742,-0.0842817634,-0.181274414,-0.67537947,-6.76157291,4.6005859
8,163868,4.67385864,4.34472696,1.92453003,17.300639,61.1615596,-64.9090825,-1.67209167,1.00896567,2.37442017,-9.28759579,65.2849227,-60.9177968,5.07293701,4.17755127,2.05993652,17.1606445,68.2333374,-80.0189209,-1.82647705,1.1618042,2.56530762,-8.59130859,71.2573242,-67.0330811,-0.399078369,0.167175687,-0.135406494,0.13999447,-7.07177778,15.1098384,0.154385376,-0.152838529,-0.190887451,-0.696287194,-5.97240152,6.11528425
9,184268,4.62249756,4.3599451,1.90338135,17.2994093,61.1831663,-64.8857589,-1.65371704,0.93491574,2.34832764,-9.37442148,65.2611216,-60.9384491,5.06469727,4.21600342,2.05718994,17.1414185,66.2750244,-75.8139038,-1.82373047,1.13433838,2.55981445,-8.66271973,70.1998901,-65.8822632,-0.442199707,0.143941682,-0.153808594,0.157990817,-5.09185809,10.9281449,0.170013428,-0.199422639,-0.211486816,-0.711701755,-4.93876849,4.94381407
