frame_index,elapsed_us,target_pos_deg_0,target_pos_deg_1,target_pos_deg_2,target_pos_deg_3,target_pos_deg_4,target_pos_deg_5,target_pos_deg_6,target_pos_deg_7,target_pos_deg_8,target_pos_deg_9,target_pos_deg_10,target_pos_deg_11,rx_pos_deg_0,rx_pos_deg_1,rx_pos_deg_2,rx_pos_deg_3,rx_pos_deg_4,rx_pos_deg_5,rx_pos_deg_6,rx_pos_deg_7,rx_pos_deg_8,rx_pos_deg_9,rx_pos_deg_10,rx_pos_deg_11,tar_err_deg_0,tar_err_deg_1,tar_err_deg_2,tar_err_deg_3,tar_err_deg_4,tar_err_deg_5,tar_err_deg_6,tar_err_deg_7,tar_err_deg_8,tar_err_deg_9,tar_err_deg_10,tar_err_deg_11
0,110,1.87347107,1.09891163,0.0734161377,4.74272169,21.5004406,-1.26166992,-0.377957153,1.76431774,0.445935059,-1.78160414,-0.429620361,16.2117595,1.89239502,0.994262695,0.0741577148,4.61700439,21.6018677,-1.27441406,-0.381774902,1.89788818,0.450439453,-1.62597656,-0.433959961,16.2597656,-0.0189239502,0.104648932,-0.000741577148,0.125717295,-0.101427118,0.0127441406,0.00381774902,-0.133570441,-0.00450439453,-0.155627573,0.00433959961,-0.0480060972
1,20533,1.85454712,1.20356056,0.0726745605,4.86843898,21.3990134,-1.24892578,-0.374139404,1.6307473,0.441430664,-1.93723171,-0.425280762,16.1637534,1.89239502,1.00799561,0.0741577148,4.63348389,21.5771484,-1.25518799,-0.381774902,1.89788818,0.450439453,-1.64520264,-0.436706543,16.237793,-0.0378479004,0.195564954,-0.0014831543,0.234955097,-0.178134997,0.00626220703,0.00763549805,-0.267140882,-0.00900878906,-0.292029072,0.0114257812,-0.0740395382
2,40884,1.83562317,1.30820949,0.0719329834,4.99415628,21.2975863,-1.23618164,-0.370321655,1.49717686,0.43692627,-2.09285928,-0.420941162,16.1157473,1.88964844,1.03271484,0.0741577148,4.65270996,21.5551758,-1.22772217,-0.37902832,1.86767578,0.450439453,-1.70837402,-0.433959961,16.237793,-0.0540252686,0.275494648,-0.00222473145,0.341446317,-0.257589459,-0.00845947266,0.00870666504,-0.37049892,-0.0135131836,-0.384485258,0.0130187988,-0.122045635
3,61193,1.81669922,1.41285842,0.0711914062,5.11987357,21.1961592,-1.2234375,-0.366503906,1.36360642,0.432421875,-2.24848685,-0.416601562,16.0677412,1.88964844,1.06292725,0.0714111328,4.69665527,21.5084839,-1.30187988,-0.381774902,1.84020996,0.450439453,-1.77154541,-0.431213379,16.237793,-0.0729492188,0.349931178,-0.000219726563,0.423218299,-0.312324682,0.0784423828,0.0152709961,-0.476603541,-0.0180175781,-0.476941444,0.0146118164,-0.170051733
4,81365,1.79777527,1.51750736,0.0704498291,5.24559087,21.0947321,-1.21069336,-0.362686157,1.23003598,0.42791748,-2.40411443,-0.412261963,16.0197351,1.88690186,1.11236572,0.0686645508,4.76257324,21.4480591,-1.27166748,-0.37902832,1.7880249,0.447692871,-1.87042236,-0.436706543,16.2185669,-0.0891265869,0.405141633,0.00178527832,0.483017625,-0.353326995,0.0609741211,0.0163421631,-0.557988923,-0.0197753906,-0.533692064,0.0244445801,-0.198831756
5,101621,1.77885132,1.62215629,0.069708252,5.37130816,20.993305,-1.19794922,-0.358868408,1.09646554,0.423413086,-2.559742,-0.407922363,15.971729,1.88690186,1.17828369,0.0686645508,4.82574463,21.3848877,-1.30187988,-0.37902832,1.70562744,0.447692871,-2.00500488,-0.436706543,16.1911011,-0.108050537,0.443872596,0.00104370117,0.545563533,-0.391582726,0.103930664,0.0201599121,-0.609161903,-0.0242797852,-0.554737117,0.0287841797,-0.219372033
6,121882,1.75992737,1.72680522,0.0689666748,5.49702546,20.8918779,-1.18520508,-0.355050659,0.962895098,0.418908691,-2.71536957,-0.403582764,15.9237229,1.88415527,1.2387085,0.0686645508,4.90539551,21.3381958,-1.25244141,-0.376281738,1.60125732,0.444946289,-2.14782715,-0.409240723,16.1828613,-0.124227905,0.488096724,0.000302124023,0.591629949,-0.446317949,0.0672363281,0.0212310791,-0.638362227,-0.0260375977,-0.567542424,0.00565795898,-0.259138384
7,142400,1.74100342,1.83145415,0.0682250977,5.62274275,20.7904507,-1.17246094,-0.35123291,0.829324657,0.414404297,-2.87099715,-0.399243164,15.8757168,1.87866211,1.31286621,0.0714111328,4.99603271,21.2695312,-1.24969482,-0.373535156,1.48590088,0.442199707,-2.27966309,-0.368041992,16.1526489,-0.137658691,0.518587941,-0.00318603516,0.626710036,-0.479080516,0.0772338867,0.0223022461,-0.656576222,-0.0277954102,-0.59133406,-0.0312011719,-0.276932079
8,162753,1.72207947,1.93610308,0.0674835205,5.74846005,20.6890236,-1.1597168,-0.347415161,0.695754216,0.409899902,-3.02662472,-0.394903564,15.8277107,1.86767578,1.39251709,0.0714111328,5.11688232,21.2228394,-1.27441406,-0.373535156,1.34857178,0.442199707,-2.4307251,-0.376281738,16.1526489,-0.145596313,0.543585994,-0.0039276123,0.631577722,-0.533815739,0.114697266,0.0261199951,-0.652817562,-0.0322998047,-0.595899621,-0.0186218262,-0.324938176
9,183077,1.70315552,2.04075202,0.0667419434,5.87417734,20.5875965,-1.14697266,-0.343597412,0.562183775,0.405395508,-3.18225229,-0.390563965,15.7797047,1.86218262,1.47491455,0.0741577148,5.23223877,21.159668,-1.24969482,-0.373535156,1.1920166,0.442199707,-2.51586914,-0.477905273,16.1499023,-0.1590271,0.565837465,-0.00741577148,0.641938571,-0.57207147,0.102722168,0.0299377441,-0.629832827,-0.0368041992,-0.666383151,0.0873413086,-0.370197691
