frame_index,elapsed_us,target_pos_deg_0,target_pos_deg_1,target_pos_deg_2,target_pos_deg_3,target_pos_deg_4,target_pos_deg_5,target_pos_deg_6,target_pos_deg_7,target_pos_deg_8,target_pos_deg_9,target_pos_deg_10,target_pos_deg_11,rx_pos_deg_0,rx_pos_deg_1,rx_pos_deg_2,rx_pos_deg_3,rx_pos_deg_4,rx_pos_deg_5,rx_pos_deg_6,rx_pos_deg_7,rx_pos_deg_8,rx_pos_deg_9,rx_pos_deg_10,rx_pos_deg_11,tar_err_deg_0,tar_err_deg_1,tar_err_deg_2,tar_err_deg_3,tar_err_deg_4,tar_err_deg_5,tar_err_deg_6,tar_err_deg_7,tar_err_deg_8,tar_err_deg_9,tar_err_deg_10,tar_err_deg_11
0,120,2.25414734,1.36499634,11.6677277,-0.530227661,-0.538450089,-1.69958811,-0.271911621,5.81347046,-3.9916626,4.75301514,-9.27787313e-05,0.00268742602,2.2769165,1.37878418,11.7855835,-0.535583496,-0.543823242,-1.71661377,-0.274658203,5.87219238,-4.03198242,4.80102539,0,0.00274658203,-0.022769165,-0.0137878418,-0.117855835,0.00535583496,0.00537315308,0.0170256624,0.00274658203,-0.0587219238,0.0403198242,-0.0480102539,-9.27787313e-05,-5.91560092e-05
1,20500,2.23137817,1.3512085,11.5498718,-0.524871826,-0.533076272,-1.68256149,-0.269165039,5.75474854,-3.95134277,4.70500488,-0.000185376095,0.00262809595,2.2769165,1.37878418,11.7828369,-0.535583496,-0.543823242,-1.70288086,-0.274658203,5.87219238,-4.03198242,4.79827881,-0.00274658203,0.00274658203,-0.0455383301,-0.0275756836,-0.232965088,0.0107116699,0.0107469698,0.020319366,0.00549316406,-0.117443848,0.0806396484,-0.0932739258,0.00256120594,-0.000118486083
2,40828,2.20860901,1.33742065,11.432016,-0.519515991,-0.527701767,-1.66553395,-0.266418457,5.69602661,-3.91102295,4.65699463,-0.000277973437,0.00256876589,2.27966309,1.37878418,11.7279053,-0.532836914,-0.543823242,-1.67266846,-0.274658203,5.8694458,-4.02099609,4.77905273,-0.0109863281,0.00274658203,-0.0710540771,-0.0413635254,-0.295889282,0.0133209229,0.0161214749,0.00713450637,0.00823974609,-0.173419189,0.109973145,-0.122058105,0.0107083547,-0.000177816144
3,61188,2.18583984,1.32363281,11.3141602,-0.514160156,-0.522326574,-1.64850548,-0.263671875,5.63730469,-3.87070312,4.60898438,-0.000370570758,0.00250943584,2.27966309,1.37878418,11.6592407,-0.532836914,-0.524597168,-1.71386719,-0.274658203,5.84747314,-3.99902344,4.75708008,-0.0109863281,0.00274658203,-0.0938232422,-0.0551513672,-0.345080566,0.0186767578,0.00227059377,0.0653617096,0.0109863281,-0.210168457,0.128320313,-0.148095703,0.0106157574,-0.000237146191
4,81546,2.16307068,1.30984497,11.1963043,-0.508804321,-0.516950694,-1.63147607,-0.260925293,5.57858276,-3.8303833,4.56097412,-0.000463168057,0.00245010581,2.2769165,1.37878418,11.585083,-0.535583496,-0.543823242,-1.71661377,-0.274658203,5.82275391,-3.97705078,4.74060059,-0.0164794922,0.00274658203,-0.113845825,-0.068939209,-0.388778687,0.0267791748,0.0268725484,0.0851376958,0.0137329102,-0.244171143,0.14666748,-0.179626465,0.0160163241,-0.000296476225
5,101834,2.14030151,1.29605713,11.0784485,-0.503448486,-0.511574126,-1.61444574,-0.258178711,5.51986084,-3.79006348,4.51296387,-0.000555765335,0.00239077579,2.2769165,1.37878418,11.5164185,-0.538330078,-0.530090332,-1.68640137,-0.274658203,5.77880859,-3.94958496,4.71313477,-0.00274658203,0,-0.13661499,-0.0827270508,-0.437969971,0.0348815918,0.0185162056,0.07195563,0.0164794922,-0.258947754,0.159521484,-0.200170898,0.0021908167,0.00239077579
6,122035,2.11753235,1.28226929,10.9605927,-0.498092651,-0.506196873,-1.59741447,-0.255432129,5.46113892,-3.74974365,4.46495361,-0.000648362592,0.00233144578,2.2769165,1.37878418,11.4312744,-0.538330078,-0.530090332,-1.69189453,-0.271911621,5.74310303,-3.9276123,4.68566895,-0.00549316406,0,-0.159384155,-0.0965148926,-0.470681763,0.0402374268,0.0238934592,0.0944800642,0.0164794922,-0.281964111,0.177868652,-0.220715332,0.00484480147,0.00233144578
7,142264,2.09476318,1.26848145,10.8427368,-0.492736816,-0.500818933,-1.58038226,-0.252685547,5.40241699,-3.70942383,4.41694336,-0.000740959827,0.00227211578,2.2769165,1.37329102,11.3323975,-0.535583496,-0.524597168,-1.6973877,-0.271911621,5.69915771,-3.89465332,4.65270996,-0.00549316406,0,-0.18215332,-0.10480957,-0.489660645,0.0428466797,0.0237782345,0.117005433,0.0192260742,-0.296740723,0.185229492,-0.235766602,0.00475220424,0.00227211578
8,162462,2.07199402,1.2546936,10.724881,-0.487380981,-0.495440309,-1.56334912,-0.249938965,5.34369507,-3.669104,4.36893311,-0.000833557041,0.0022127858,2.2769165,1.36505127,11.2582397,-0.535583496,-0.524597168,-1.71386719,-0.271911621,5.63598633,-3.8671875,4.61700439,-0.00274658203,0,-0.204922485,-0.110357666,-0.533358765,0.0482025146,0.0291568591,0.150518066,0.0219726562,-0.29229126,0.198083496,-0.248071289,0.00191302499,0.0022127858
9,182728,2.04922485,1.24090576,10.6070251,-0.482025146,-0.490061,-1.54631504,-0.247192383,5.28497314,-3.62878418,4.32092285,-0.000926154234,0.00215345584,2.27416992,1.35955811,11.1071777,-0.535583496,-0.52734375,-1.69464111,-0.274658203,5.55358887,-3.83972168,4.58679199,-0.0247192383,0,-0.224945068,-0.118652344,-0.500152588,0.0535583496,0.0372827505,0.14832607,0.0274658203,-0.268615723,0.2109375,-0.265869141,0.023793084,0.00215345584
