frame_index,elapsed_us,raw_action_0,raw_action_1,raw_action_2,raw_action_3,raw_action_4,raw_action_5,raw_action_6,raw_action_7,raw_action_8,raw_action_9,raw_action_10,raw_action_11,target_q_model_rad_0,target_q_model_rad_1,target_q_model_rad_2,target_q_model_rad_3,target_q_model_rad_4,target_q_model_rad_5,target_q_model_rad_6,target_q_model_rad_7,target_q_model_rad_8,target_q_model_rad_9,target_q_model_rad_10,target_q_model_rad_11,target_rad_0,target_rad_1,target_rad_2,target_rad_3,target_rad_4,target_rad_5,target_rad_6,target_rad_7,target_rad_8,target_rad_9,target_rad_10,target_rad_11
0,7640658,3.03262877,-0.0361615606,-0.16901122,-1.10241461,1.50861144,-0.798372865,-4.26756239,0.23387979,2.52009177,0.330652416,-2.29505634,-2.33939648,0.042,-0.00433938727,-0.0202813464,-0.042,0.042,-0.042,-0.042,0.0280655748,0.042,0.0396782899,-0.042,-0.042,0.042,0.0202813464,0.042,-0.042,-0.042,-0.042,-0.00433938727,-0.042,-0.042,0.0280655748,0.0396782899,-0.042
1,7649525,2.64480042,0.411135465,-0.528342962,-0.250010222,1.87290215,-0.91411078,-4.35065365,-1.3364867,-0.289084077,0.0785011128,-0.0217410736,-0.940080285,0.042,0.042,-0.042,-0.0300012267,0.042,-0.042,-0.042,-0.042,-0.0346900892,0.00942013353,-0.00260892883,-0.042,0.042,0.042,0.042,-0.042,-0.00260892883,0.0346900892,0.042,-0.0300012267,-0.042,-0.042,0.00942013353,-0.042
2,7669344,2.40158057,0.196457326,-0.397313893,0.0462199599,1.49220026,-0.643809497,-4.51056576,-2.22752023,-0.8408131,-0.162134811,0.440928906,-0.427228093,0.042,0.0235748792,-0.042,0.00554639518,0.042,-0.042,-0.042,-0.042,-0.042,-0.0194561774,0.042,-0.042,0.042,0.042,0.042,-0.042,0.042,0.042,0.0235748792,0.00554639518,-0.042,-0.042,-0.0194561774,-0.042
3,7697125,1.92966235,-0.167652309,-0.0291450173,0.0728234798,0.689382732,-0.0147691146,-4.49884272,-2.73778629,-0.359392047,-0.249900311,0.620807648,-0.0858316347,0.042,-0.0201182771,-0.00349740207,0.00873881757,0.042,-0.00177229375,-0.042,-0.042,-0.042,-0.0299880373,0.042,-0.0102997962,0.042,0.00349740207,0.042,-0.042,0.042,0.042,-0.0201182771,0.00873881757,-0.00177229375,-0.042,-0.0299880373,-0.0102997962
4,7708690,0.880114019,-0.351056129,-0.107409194,-0.00795777421,-0.415834755,0.874019384,-4.39050198,-3.35324812,-0.0796931833,-0.302089304,0.583589137,0.0270068217,0.042,-0.042,-0.0128891033,-0.000954932906,-0.042,0.042,-0.042,-0.042,-0.009563182,-0.0362507164,0.042,0.0032408186,0.042,0.0128891033,-0.042,-0.042,0.042,0.009563182,-0.042,-0.000954932906,0.042,-0.042,-0.0362507164,0.0032408186
5,7733992,-0.938570023,-0.38397646,-0.313706011,-0.171236485,-0.857337236,1.15536439,-4.47348833,-3.86387348,-0.0970570222,-0.547243953,0.310759515,-0.444397032,-0.042,-0.042,-0.0376447213,-0.0205483782,-0.042,0.042,-0.042,-0.042,-0.0116468427,-0.042,0.0372911417,-0.042,-0.042,0.0376447213,-0.042,-0.042,0.0372911417,0.0116468427,-0.042,-0.0205483782,0.042,-0.042,-0.042,-0.042
6,7748001,-2.3495667,-0.452945858,-0.403798282,-0.357120961,-0.876943409,0.975969374,-4.34028864,-4.39744806,0.124937996,-0.52538532,-0.00536596403,-1.15229106,-0.042,-0.042,-0.042,-0.042,-0.042,0.042,-0.042,-0.042,0.0149925596,-0.042,-0.000643915683,-0.042,-0.042,0.042,-0.042,-0.042,-0.000643915683,-0.0149925596,-0.042,-0.042,0.042,-0.042,-0.042,-0.042
7,7774370,-2.90792465,-0.630933464,-0.417639464,-0.466807693,-0.6014902,0.618404329,-4.09119415,-5.03097916,0.192836374,-0.573908389,-0.111510374,-1.49311185,-0.042,-0.042,-0.042,-0.042,-0.042,0.042,-0.042,-0.042,0.0231403649,-0.042,-0.0133812448,-0.042,-0.042,0.042,-0.042,-0.042,-0.0133812448,-0.0231403649,-0.042,-0.042,0.042,-0.042,-0.042,-0.042
8,7789358,-3.14899063,-0.895727932,-0.356517255,-0.559941888,-0.150033206,0.122240186,-3.89236689,-5.68430948,0.181037143,-0.625904202,-0.176825047,-1.63713062,-0.042,-0.042,-0.042,-0.042,-0.0180039847,0.0146688223,-0.042,-0.042,0.0217244571,-0.042,-0.0212190056,-0.042,-0.042,0.042,-0.0180039847,-0.042,-0.0212190056,-0.0217244571,-0.042,-0.042,0.0146688223,-0.042,-0.042,-0.042
9,7815855,-3.16988158,-1.17735255,-0.197882444,-0.734767914,0.253157943,-0.318134695,-3.74938703,-6.23950768,0.223622322,-0.704409301,-0.23625049,-1.69812787,-0.042,-0.042,-0.0237458932,-0.042,0.0303789532,-0.0381761634,-0.042,-0.042,0.0268346786,-0.042,-0.0283500588,-0.042,-0.042,0.0237458932,0.0303789532,-0.042,-0.0283500588,-0.0268346786,-0.042,-0.042,-0.0381761634,-0.042,-0.042,-0.042
