frame_index,elapsed_us,raw_action_0,raw_action_1,raw_action_2,raw_action_3,raw_action_4,raw_action_5,raw_action_6,raw_action_7,raw_action_8,raw_action_9,raw_action_10,raw_action_11,target_q_model_rad_0,target_q_model_rad_1,target_q_model_rad_2,target_q_model_rad_3,target_q_model_rad_4,target_q_model_rad_5,target_q_model_rad_6,target_q_model_rad_7,target_q_model_rad_8,target_q_model_rad_9,target_q_model_rad_10,target_q_model_rad_11,target_rad_0,target_rad_1,target_rad_2,target_rad_3,target_rad_4,target_rad_5,target_rad_6,target_rad_7,target_rad_8,target_rad_9,target_rad_10,target_rad_11
0,7676905,-0.31585139,-0.253435433,2.09302282,0.867201686,-2.14550042,-4.02351427,-5.81329966,4.4122529,-0.578776956,-7.01906681,0.151724532,2.20082426,-0.0379021668,-0.0304122519,0.042,0.042,-0.042,-0.042,-0.042,0.042,-0.042,-0.042,0.0182069439,0.042,-0.0379021668,-0.042,-0.042,-0.042,0.0182069439,0.042,-0.0304122519,0.042,-0.042,0.042,-0.042,0.042
1,7690569,1.82271183,-0.292480648,0.63614738,-1.29085064,-0.412139952,-3.23875356,-5.41098833,0.54637748,0.840176642,-1.77799153,0.520257056,-0.99407655,0.042,-0.0350976777,0.042,-0.042,-0.042,-0.042,-0.042,0.042,0.042,-0.042,0.042,-0.042,0.042,-0.042,-0.042,-0.042,0.042,-0.042,-0.0350976777,-0.042,-0.042,0.042,-0.042,-0.042
2,7708299,2.10775971,-0.44973278,-0.129557371,-0.91987735,-0.0756201372,-3.26107764,-5.94617224,-0.568984866,0.496170938,-0.517385423,0.0201564152,-0.46282208,0.042,-0.042,-0.0155468845,-0.042,-0.00907441646,-0.042,-0.042,-0.042,0.042,-0.042,0.00241876982,-0.042,0.042,0.0155468845,-0.00907441646,-0.042,0.00241876982,-0.042,-0.042,-0.042,-0.042,-0.042,-0.042,-0.042
3,7727556,1.95930099,-0.123059914,-0.355025053,-0.415485382,0.68443346,-3.12418747,-6.21585178,-1.15226543,-0.273631901,-0.264151543,-0.622749388,-0.416805059,0.042,-0.0147671896,-0.042,-0.042,0.042,-0.042,-0.042,-0.042,-0.0328358281,-0.0316981852,-0.042,-0.042,0.042,0.042,0.042,-0.042,-0.042,0.0328358281,-0.0147671896,-0.042,-0.042,-0.042,-0.0316981852,-0.042
4,7748507,1.91871607,0.277946323,-0.104308203,-0.15399906,0.813074112,-3.31704092,-6.25836277,-1.37986994,-0.321246624,-0.247731954,-0.534991324,-0.167895496,0.042,0.0333535588,-0.0125169843,-0.0184798872,0.042,-0.042,-0.042,-0.042,-0.0385495949,-0.0297278345,-0.042,-0.0201474595,0.042,0.0125169843,0.042,-0.042,-0.042,0.0385495949,0.0333535588,-0.0184798872,-0.042,-0.042,-0.0297278345,-0.0201474595
5,7763028,1.64722121,0.34099403,0.142742574,-0.0651252195,0.877932966,-2.99085999,-5.79857826,-1.4673816,-0.291189224,-0.191897154,-0.476264924,-0.092050612,0.042,0.0409192836,0.0171291089,-0.00781502634,0.042,-0.042,-0.042,-0.042,-0.0349427068,-0.0230276585,-0.042,-0.0110460734,0.042,-0.0171291089,0.042,-0.042,-0.042,0.0349427068,0.0409192836,-0.00781502634,-0.042,-0.042,-0.0230276585,-0.0110460734
6,7789300,1.48567343,-0.171166658,0.353609234,-0.346241295,0.824852884,-2.37897778,-5.55489206,-1.77077127,-0.149523586,0.00617461512,0.382909775,-0.122704297,0.042,-0.020539999,0.042,-0.0415489554,0.042,-0.042,-0.042,-0.042,-0.0179428303,0.000740953814,0.042,-0.0147245157,0.042,-0.042,0.042,-0.042,0.042,0.0179428303,-0.020539999,-0.0415489554,-0.042,-0.042,0.000740953814,-0.0147245157
7,7803611,0.931499541,-0.566675127,0.340389043,-0.556158602,0.561082244,-1.74144208,-5.23396778,-2.29414892,-0.00785097107,0.110769764,0.610387802,-0.185315058,0.042,-0.042,0.0408466852,-0.042,0.042,-0.042,-0.042,-0.042,-0.000942116529,0.0132923716,0.042,-0.0222378069,0.042,-0.0408466852,0.042,-0.042,0.042,0.000942116529,-0.042,-0.042,-0.042,-0.042,0.0132923716,-0.0222378069
8,7833182,-0.251274616,-0.901578724,0.254935682,-0.559821308,0.103435673,-0.898662746,-4.81172752,-2.89506054,0.0772026777,0.0932496414,0.493491471,-0.481802851,-0.0301529539,-0.042,0.0305922818,-0.042,0.0124122807,-0.042,-0.042,-0.042,0.00926432133,0.011189957,0.042,-0.042,-0.0301529539,-0.0305922818,0.0124122807,-0.042,0.042,-0.00926432133,-0.042,-0.042,-0.042,-0.042,0.011189957,-0.042
9,7842933,-1.77348137,-1.1862222,0.143276125,-0.513422012,-0.411984622,0.191332713,-4.42688227,-3.55578375,0.114961639,0.00978602283,0.207581639,-1.02848721,-0.042,-0.042,0.017193135,-0.042,-0.042,0.0229599255,-0.042,-0.042,0.0137953967,0.00117432274,0.0249097967,-0.042,-0.042,-0.017193135,-0.042,-0.042,0.0249097967,-0.0137953967,-0.042,-0.042,0.0229599255,-0.042,0.00117432274,-0.042
10,7867671,-2.55672979,-1.43155456,-0.0343577266,-0.527375162,-0.668946505,0.640299499,-4.11346245,-4.1747179,0.0603743829,-0.284339786,-0.0264596269,-1.49063075,-0.042,-0.042,-0.00412292719,-0.042,-0.042,0.042,-0.042,-0.042,0.00724492595,-0.0341207743,-0.00317515522,-0.042,-0.042,0.00412292719,-0.042,-0.042,-0.00317515522,-0.00724492595,-0.042,-0.042,0.042,-0.042,-0.0341207743,-0.042
11,7882284,-2.78838992,-1.65202928,-0.126902491,-0.579860032,-0.715138376,0.781731188,-3.86294508,-4.75677729,0.0393072702,-0.450579524,-0.119538076,-1.72360909,-0.042,-0.042,-0.0152282989,-0.042,-0.042,0.042,-0.042,-0.042,0.00471687242,-0.042,-0.0143445691,-0.042,-0.042,0.0152282989,-0.042,-0.042,-0.0143445691,-0.00471687242,-0.042,-0.042,0.042,-0.042,-0.042,-0.042
12,7904967,-2.63831091,-1.84218085,-0.102585413,-0.599936664,-0.606143534,0.692056119,-3.70371866,-5.2642045,0.057411138,-0.489604443,-0.120538987,-1.73831272,-0.042,-0.042,-0.0123102495,-0.042,-0.042,0.042,-0.042,-0.042,0.00688933656,-0.042,-0.0144646785,-0.042,-0.042,0.0123102495,-0.042,-0.042,-0.0144646785,-0.00688933656,-0.042,-0.042,0.042,-0.042,-0.042,-0.042
13,7923508,-2.29672837,-1.97486925,-0.04440438,-0.531400859,-0.397004873,0.485720783,-3.66295695,-5.66465044,0.0889902264,-0.424756736,-0.0681620464,-1.64275563,-0.042,-0.042,-0.0053285256,-0.042,-0.042,0.042,-0.042,-0.042,0.0106788272,-0.042,-0.00817944556,-0.042,-0.042,0.0053285256,-0.042,-0.042,-0.00817944556,-0.0106788272,-0.042,-0.042,0.042,-0.042,-0.042,-0.042
14,7945083,-1.8652916,-2.06300402,0.0243009198,-0.420331329,-0.0439283438,0.156706586,-3.69769907,-5.95759487,0.143270358,-0.302379847,-0.0108494451,-1.5010891,-0.042,-0.042,0.00291611038,-0.042,-0.00527140126,0.0188047904,-0.042,-0.042,0.017192443,-0.0362855816,-0.00130193342,-0.042,-0.042,-0.00291611038,-0.00527140126,-0.042,-0.00130193342,-0.017192443,-0.042,-0.042,0.0188047904,-0.042,-0.0362855816,-0.042
15,7963472,-1.4753871,-2.06432247,0.057793688,-0.340084136,0.406672925,-0.296968639,-3.75621343,-6.1912756,0.196277022,-0.223002777,0.0258953962,-1.37918746,-0.042,-0.042,0.00693524256,-0.0408100963,0.042,-0.0356362367,-0.042,-0.042,0.0235532427,-0.0267603332,0.00310744755,-0.042,-0.042,-0.00693524256,0.042,-0.042,0.00310744755,-0.0235532427,-0.042,-0.0408100963,-0.0356362367,-0.042,-0.0267603332,-0.042
16,7987755,-1.03103662,-1.95068038,0.0451632962,-0.256308287,0.682503879,-0.672181129,-3.82530808,-6.40189409,0.205552146,-0.185190484,0.00985965133,-1.21008372,-0.042,-0.042,0.00541959554,-0.0307569945,0.042,-0.042,-0.042,-0.042,0.0246662575,-0.0222228581,0.00118315816,-0.042,-0.042,-0.00541959554,0.042,-0.042,0.00118315816,-0.0246662575,-0.042,-0.0307569945,-0.042,-0.042,-0.0222228581,-0.042
17,8002124,-0.56366986,-1.74438751,0.00335881882,-0.172364786,0.761504531,-0.871299207,-3.88468218,-6.60324574,0.141054362,-0.162213981,-0.0339662209,-0.985338867,-0.042,-0.042,0.000403058259,-0.0206837744,0.042,-0.042,-0.042,-0.042,0.0169265234,-0.0194656777,-0.00407594651,-0.042,-0.042,-0.000403058259,0.042,-0.042,-0.00407594651,-0.0169265234,-0.042,-0.0206837744,-0.042,-0.042,-0.0194656777,-0.042
18,8031186,-0.11588984,-1.45895314,-0.0590109713,-0.105060533,0.662126124,-0.833145499,-3.90313244,-6.83174944,0.00904576294,-0.113147758,-0.118351921,-0.75490886,-0.0139067808,-0.042,-0.00708131656,-0.0126072639,0.042,-0.042,-0.042,-0.042,0.00108549155,-0.013577731,-0.0142022306,-0.042,-0.0139067808,0.00708131656,0.042,-0.042,-0.0142022306,-0.00108549155,-0.042,-0.0126072639,-0.042,-0.042,-0.013577731,-0.042
19,8041587,0.352807194,-1.09167063,-0.153744116,-0.0499276146,0.392201543,-0.542141318,-3.91300774,-7.1215024,-0.223108441,-0.0330959074,-0.240127027,-0.523691475,0.042,-0.042,-0.018449294,-0.00599131376,0.042,-0.042,-0.042,-0.042,-0.0267730129,-0.00397150889,-0.0288152432,-0.042,0.042,0.018449294,0.042,-0.042,-0.0288152432,0.0267730129,-0.042,-0.00599131376,-0.042,-0.042,-0.00397150889,-0.042
