frame_index,elapsed_us,raw_action_0,raw_action_1,raw_action_2,raw_action_3,raw_action_4,raw_action_5,raw_action_6,raw_action_7,raw_action_8,raw_action_9,raw_action_10,raw_action_11,target_q_model_rad_0,target_q_model_rad_1,target_q_model_rad_2,target_q_model_rad_3,target_q_model_rad_4,target_q_model_rad_5,target_q_model_rad_6,target_q_model_rad_7,target_q_model_rad_8,target_q_model_rad_9,target_q_model_rad_10,target_q_model_rad_11,target_rad_0,target_rad_1,target_rad_2,target_rad_3,target_rad_4,target_rad_5,target_rad_6,target_rad_7,target_rad_8,target_rad_9,target_rad_10,target_rad_11
0,7666997,-0.360409468,-0.721698344,-0.303308219,0.247692302,0.0767188594,0.30587244,-0.0779534504,-0.778324008,-0.228757977,-0.0823288783,0.135223418,0.026968874,-0.0288327575,-0.0577358675,-0.190992466,-0.0256923094,0.00613750875,0.0244697952,0.3,0.3,-0.234313697,-0.212349332,0.0108178735,0.00215750992,-0.0288327575,0.190992466,0.00613750875,0.3,0.0108178735,0.234313697,-0.0577358675,-0.0256923094,0.0244697952,-0.3,-0.212349332,0.00215750992
1,7679395,-0.488336831,-1.10892057,-0.477231234,0.324334383,0.0541663691,0.348391175,-0.145069823,-1.11875021,-0.394713581,-0.152268812,0.136430055,-0.0257960688,-0.0390669465,-0.0887136459,-0.24316937,-0.0026996851,0.00433330953,0.027871294,0.3,0.3,-0.259207037,-0.222840322,0.0109144044,-0.00206368551,-0.0390669465,0.24316937,0.00433330953,0.3,0.0109144044,0.259207037,-0.0887136459,-0.0026996851,0.027871294,-0.3,-0.222840322,-0.00206368551
2,7701511,-0.48656109,-1.28411865,-0.58737278,0.346938491,0.00744545646,0.291460782,-0.126943633,-1.30958748,-0.461815178,-0.205572978,0.142455116,-0.0953162909,-0.0389248872,-0.102729492,-0.276211834,0.00408154726,0.000595636517,0.0233168626,0.3,0.3,-0.269272277,-0.230835947,0.0113964093,-0.00762530327,-0.0389248872,0.276211834,0.000595636517,0.3,0.0113964093,0.269272277,-0.102729492,0.00408154726,0.0233168626,-0.3,-0.230835947,-0.00762530327
3,7720525,-0.458476394,-1.29074252,-0.702814639,0.364622027,-0.0623118281,0.145321041,-0.120613858,-1.41187525,-0.510548234,-0.233700752,0.175642699,-0.140727699,-0.0366781116,-0.103259401,-0.310844392,0.009386608,-0.00498494625,0.0116256833,0.3,0.3,-0.276582235,-0.235055113,0.0140514159,-0.0112582159,-0.0366781116,0.310844392,-0.00498494625,0.3,0.0140514159,0.276582235,-0.103259401,0.009386608,0.0116256833,-0.3,-0.235055113,-0.0112582159
4,7738852,-0.420565575,-1.15299451,-0.772792101,0.469602585,-0.141994983,-0.0315880738,-0.119185463,-1.40667701,-0.500141382,-0.272873133,0.227593258,-0.200301751,-0.033645246,-0.0922395611,-0.33183763,0.0408807755,-0.0113595986,-0.00252704591,0.3,0.3,-0.275021207,-0.24093097,0.0182074606,-0.0160241401,-0.033645246,0.33183763,-0.0113595986,0.3,0.0182074606,0.275021207,-0.0922395611,0.0408807755,-0.00252704591,-0.3,-0.24093097,-0.0160241401
5,7769023,-0.356913626,-0.913284779,-0.802159846,0.625240803,-0.232287258,-0.137803271,-0.125993907,-1.33972073,-0.398601204,-0.329760611,0.313085645,-0.243379056,-0.0285530901,-0.0730627823,-0.340647954,0.0875722408,-0.0185829806,-0.0110242617,0.3,0.3,-0.259790181,-0.249464092,0.0250468516,-0.0194703245,-0.0285530901,0.340647954,-0.0185829806,0.3,0.0250468516,0.259790181,-0.0730627823,0.0875722408,-0.0110242617,-0.3,-0.249464092,-0.0194703245
6,7779612,-0.238251612,-0.606933475,-0.822622359,0.720280528,-0.312026501,-0.192972928,-0.132860065,-1.33920503,-0.241044194,-0.399279773,0.412815005,-0.221817762,-0.0190601289,-0.048554678,-0.346786708,0.116084158,-0.0249621201,-0.0154378343,0.3,0.3,-0.236156629,-0.259891966,0.0330252004,-0.0177454209,-0.0190601289,0.346786708,-0.0249621201,0.3,0.0330252004,0.236156629,-0.048554678,0.116084158,-0.0154378343,-0.3,-0.259891966,-0.0177454209
7,7800271,-0.199365348,-0.40441221,-0.85731554,0.741991758,-0.335939735,-0.180838242,-0.125552192,-1.4432044,-0.0802724138,-0.478680819,0.456561208,-0.141341224,-0.0159492278,-0.0323529768,-0.357194662,0.122597528,-0.0268751788,-0.0144670594,0.3,0.3,-0.212040862,-0.271802123,0.0365248966,-0.0113072979,-0.0159492278,0.357194662,-0.0268751788,0.3,0.0365248966,0.212040862,-0.0323529768,0.122597528,-0.0144670594,-0.3,-0.271802123,-0.0113072979
8,7822365,-0.332466811,-0.313137472,-0.945072293,0.765592039,-0.29647243,-0.158501774,-0.100105025,-1.63040602,0.0693139732,-0.55864346,0.449184597,0.0243789311,-0.0265973449,-0.0250509977,-0.383521688,0.129677612,-0.0237177944,-0.0126801419,0.3,0.3,-0.189602904,-0.283796519,0.0359347677,0.00195031449,-0.0265973449,0.383521688,-0.0237177944,0.3,0.0359347677,0.189602904,-0.0250509977,0.129677612,-0.0126801419,-0.3,-0.283796519,0.00195031449
9,7839396,-0.586362362,-0.384156108,-1.0592314,0.754766047,-0.218051106,-0.124927275,-0.0609025136,-1.88869834,0.155709222,-0.646498322,0.35853219,0.257709384,-0.046908989,-0.0307324886,-0.4,0.126429814,-0.0174440885,-0.00999418199,0.3,0.3,-0.176643617,-0.296974748,0.0286825752,0.0206167507,-0.046908989,0.4,-0.0174440885,0.3,0.0286825752,0.176643617,-0.0307324886,0.126429814,-0.00999418199,-0.3,-0.296974748,0.0206167507
10,7861469,-0.806926727,-0.545739233,-1.13761091,0.725569248,-0.140818566,-0.0988225341,-0.0320918784,-2.16737556,0.116419367,-0.728944123,0.250206143,0.469928324,-0.0645541382,-0.0436591387,-0.4,0.117670774,-0.0112654853,-0.00790580273,0.3,0.3,-0.182537095,-0.3,0.0200164914,0.0375942659,-0.0645541382,0.4,-0.0112654853,0.3,0.0200164914,0.182537095,-0.0436591387,0.117670774,-0.00790580273,-0.3,-0.3,0.0375942659
11,7879233,-0.900478125,-0.741314352,-1.17119336,0.636039138,-0.0857956335,-0.0926737636,0.00363842002,-2.4527452,-0.0879933313,-0.76867801,0.166595459,0.567128837,-0.07203825,-0.0593051481,-0.4,0.0908117414,-0.00686365068,-0.00741390109,0.301091526,0.3,-0.213199,-0.3,0.0133276367,0.045370307,-0.07203825,0.4,-0.00686365068,0.301091526,0.0133276367,0.213199,-0.0593051481,0.0908117414,-0.00741390109,-0.3,-0.3,0.045370307
12,7909037,-0.829787016,-0.92516005,-1.15353835,0.521370709,-0.065923579,-0.0788188726,0.0840309486,-2.71218228,-0.421916068,-0.735194623,0.13296324,0.519353986,-0.0663829613,-0.074012804,-0.4,0.0564112127,-0.00527388632,-0.00630550981,0.325209285,0.3,-0.26328741,-0.3,0.0106370592,0.0415483189,-0.0663829613,0.4,-0.00527388632,0.325209285,0.0106370592,0.26328741,-0.074012804,0.0564112127,-0.00630550981,-0.3,-0.3,0.0415483189
13,7919283,-0.66163671,-1.11417437,-1.09543467,0.416240305,-0.0726977661,-0.0402605534,0.185738593,-2.92314768,-0.821004629,-0.630458891,0.122390568,0.380622745,-0.0529309368,-0.0891339493,-0.4,0.0248720914,-0.00581582129,-0.00322084427,0.355721578,0.3,-0.3,-0.294568834,0.00979124546,0.0304498196,-0.0529309368,0.4,-0.00581582129,0.355721578,0.00979124546,0.3,-0.0891339493,0.0248720914,-0.00322084427,-0.3,-0.294568834,0.0304498196
14,7940305,-0.477340251,-1.27607203,-1.00779498,0.370890617,-0.0937176198,0.0485171154,0.289147079,-3.06921315,-1.25024033,-0.509940147,0.136368588,0.221721441,-0.0381872201,-0.102085762,-0.4,0.0112671852,-0.00749740958,0.00388136923,0.386744124,0.3,-0.3,-0.276491022,0.010909487,0.0177377152,-0.0381872201,0.4,-0.00749740958,0.386744124,0.010909487,0.3,-0.102085762,0.0112671852,0.00388136923,-0.3,-0.276491022,0.0177377152
15,7962703,-0.316548735,-1.40179086,-0.935445726,0.347229034,-0.118963867,0.184792504,0.341510236,-3.1425364,-1.68914568,-0.402563334,0.147366241,0.0792024732,-0.0253238988,-0.112143269,-0.380633718,0.00416871011,-0.00951710939,0.0147834003,0.402453071,0.3,-0.3,-0.2603845,0.0117892992,0.00633619785,-0.0253238988,0.380633718,-0.00951710939,0.402453071,0.0117892992,0.3,-0.112143269,0.00416871011,0.0147834003,-0.3,-0.2603845,0.00633619785
16,7979313,-0.23814401,-1.48704946,-0.916857362,0.327656925,-0.135043576,0.328803271,0.321486354,-3.16039348,-2.1031723,-0.333362252,0.143893659,-0.0295238737,-0.0190515208,-0.118963957,-0.375057209,-0.00170292258,-0.0108034861,0.0263042617,0.396445906,0.3,-0.3,-0.250004338,0.0115114927,-0.0023619099,-0.0190515208,0.375057209,-0.0108034861,0.396445906,0.0115114927,0.3,-0.118963957,-0.00170292258,0.0263042617,-0.3,-0.250004338,-0.0023619099
17,8007093,-0.240155488,-1.55376935,-0.926433265,0.295585603,-0.135269478,0.476557434,0.275131851,-3.14263892,-2.47412515,-0.290303141,0.13496241,-0.103483357,-0.0192124391,-0.12,-0.37792998,-0.0113243192,-0.0108215582,0.0381245947,0.382539555,0.3,-0.3,-0.243545471,0.0107969928,-0.00827866852,-0.0192124391,0.37792998,-0.0108215582,0.382539555,0.0107969928,0.3,-0.12,-0.0113243192,0.0381245947,-0.3,-0.243545471,-0.00827866852
18,8020320,-0.291686296,-1.63182032,-0.944006801,0.242471069,-0.124842241,0.619318545,0.241507828,-3.10956073,-2.79751921,-0.270214736,0.127352282,-0.161017433,-0.0233349037,-0.12,-0.38320204,-0.0272586793,-0.00998737931,0.0495454836,0.372452348,0.3,-0.3,-0.24053221,0.0101881826,-0.0128813946,-0.0233349037,0.38320204,-0.00998737931,0.372452348,0.0101881826,0.3,-0.12,-0.0272586793,0.0495454836,-0.3,-0.24053221,-0.0128813946
19,8042945,-0.364569038,-1.71029067,-0.965957642,0.216832429,-0.107053407,0.765747547,0.235988334,-3.06142092,-3.07595444,-0.266617537,0.120161206,-0.202818647,-0.0291655231,-0.12,-0.389787292,-0.0349502712,-0.00856427252,0.0612598038,0.3707965,0.3,-0.3,-0.23999263,0.00961289644,-0.0162254918,-0.0291655231,0.389787292,-0.00856427252,0.3707965,0.00961289644,0.3,-0.12,-0.0349502712,0.0612598038,-0.3,-0.23999263,-0.0162254918
20,8059582,-0.434601307,-1.77148652,-0.992690563,0.213156715,-0.0899325982,0.901087224,0.240123212,-3.00251436,-3.31081295,-0.270930052,0.11601159,-0.237930641,-0.0347681046,-0.12,-0.397807169,-0.0360529855,-0.00719460785,0.072086978,0.372036964,0.3,-0.3,-0.240639508,0.00928092718,-0.0190344512,-0.0347681046,0.397807169,-0.00719460785,0.372036964,0.00928092718,0.3,-0.12,-0.0360529855,0.072086978,-0.3,-0.240639508,-0.0190344512
21,8079851,-0.486494839,-1.81469846,-1.01264203,0.215496257,-0.0714385211,1.0148834,0.245590284,-2.93795013,-3.50876117,-0.27793467,0.113721609,-0.264620662,-0.0389195871,-0.12,-0.4,-0.0353511229,-0.00571508169,0.0811906719,0.373677085,0.3,-0.3,-0.241690201,0.00909772873,-0.0211696529,-0.0389195871,0.4,-0.00571508169,0.373677085,0.00909772873,0.3,-0.12,-0.0353511229,0.0811906719,-0.3,-0.241690201,-0.0211696529
22,8104925,-0.52475816,-1.84198236,-1.04174078,0.231201231,-0.0576293841,1.0825665,0.249049067,-2.87530279,-3.67777801,-0.28384614,0.108239964,-0.296140969,-0.0419806528,-0.12,-0.4,-0.0306396306,-0.00461035073,0.08660532,0.37471472,0.3,-0.3,-0.242576921,0.00865919709,-0.0236912775,-0.0419806528,0.4,-0.00461035073,0.37471472,0.00865919709,0.3,-0.12,-0.0306396306,0.08660532,-0.3,-0.242576921,-0.0236912775
23,8118702,-0.557806313,-1.85355258,-1.07260287,0.293194383,-0.0415315889,1.14915228,0.255873859,-2.79964709,-3.82002711,-0.287411362,0.104199395,-0.330077291,-0.044624505,-0.12,-0.4,-0.012041685,-0.00332252711,0.0919321823,0.376762158,0.3,-0.3,-0.243111704,0.00833595157,-0.0264061832,-0.044624505,0.4,-0.00332252711,0.376762158,0.00833595157,0.3,-0.12,-0.012041685,0.0919321823,-0.3,-0.243111704,-0.0264061832
24,8143210,-0.585998178,-1.864169,-1.11733675,0.354311824,-0.0259195045,1.1990689,0.262874424,-2.72640562,-3.93568277,-0.290611684,0.102865621,-0.373103827,-0.0468798542,-0.12,-0.4,0.00629354715,-0.00207356036,0.0959255123,0.378862327,0.3,-0.3,-0.243591753,0.00822924972,-0.0298483062,-0.0468798542,0.4,-0.00207356036,0.378862327,0.00822924972,0.3,-0.12,0.00629354715,0.0959255123,-0.3,-0.243591753,-0.0298483062
25,8160784,-0.610540748,-1.8768816,-1.17990339,0.405357271,-0.0112125939,1.22763717,0.272578746,-2.67290497,-4.03257418,-0.295931697,0.104557417,-0.420143872,-0.0488432598,-0.12,-0.4,0.0216071814,-0.00089700751,0.0982109737,0.381773624,0.3,-0.3,-0.244389755,0.00836459339,-0.0336115098,-0.0488432598,0.4,-0.00089700751,0.381773624,0.00836459339,0.3,-0.12,0.0216071814,0.0982109737,-0.3,-0.244389755,-0.0336115098
26,8190769,-0.649366319,-1.88634133,-1.25667775,0.465000063,0.00254995818,1.24517334,0.278757393,-2.63336158,-4.11870527,-0.307937682,0.108663954,-0.45685181,-0.0519493055,-0.12,-0.4,0.039500019,0.000203996655,0.0996138668,0.383627218,0.3,-0.3,-0.246190652,0.00869311631,-0.0365481448,-0.0519493055,0.4,0.000203996655,0.383627218,0.00869311631,0.3,-0.12,0.039500019,0.0996138668,-0.3,-0.246190652,-0.0365481448
27,8203537,-0.688739419,-1.88041687,-1.32827246,0.518580616,0.0140022011,1.25350928,0.28553158,-2.60718799,-4.20437908,-0.323964834,0.114134446,-0.482062459,-0.0550991535,-0.12,-0.4,0.0555741847,0.00112017609,0.100280743,0.385659474,0.3,-0.3,-0.248594725,0.00913075566,-0.0385649967,-0.0550991535,0.4,0.00112017609,0.385659474,0.00913075566,0.3,-0.12,0.0555741847,0.100280743,-0.3,-0.248594725,-0.0385649967
28,8218785,-0.721443653,-1.85679722,-1.38827109,0.559862316,0.0209749341,1.24274409,0.290800124,-2.59519076,-4.29803324,-0.341997325,0.119398728,-0.499041289,-0.0577154922,-0.12,-0.4,0.0679586947,0.00167799473,0.0994195271,0.387240037,0.3,-0.3,-0.251299599,0.00955189824,-0.0399233031,-0.0577154922,0.4,0.00167799473,0.387240037,0.00955189824,0.3,-0.12,0.0679586947,0.0994195271,-0.3,-0.251299599,-0.0399233031
29,8241927,-0.736711621,-1.80714393,-1.42383432,0.593267202,0.022715779,1.21485567,0.296639681,-2.59202361,-4.40255928,-0.359389782,0.125535905,-0.509172559,-0.0589369297,-0.12,-0.4,0.0779801607,0.00181726232,0.0971884537,0.388991904,0.3,-0.3,-0.253908467,0.0100428724,-0.0407338047,-0.0589369297,0.4,0.00181726232,0.388991904,0.0100428724,0.3,-0.12,0.0779801607,0.0971884537,-0.3,-0.253908467,-0.0407338047
30,8259278,-0.732223928,-1.73708844,-1.43057644,0.62709403,0.019422261,1.18569076,0.305650592,-2.59071231,-4.51557779,-0.372990578,0.134913743,-0.510152161,-0.0585779142,-0.12,-0.4,0.0881282091,0.00155378088,0.0948552608,0.391695178,0.3,-0.3,-0.255948587,0.0107930994,-0.0408121729,-0.0585779142,0.4,0.00155378088,0.391695178,0.0107930994,0.3,-0.12,0.0881282091,0.0948552608,-0.3,-0.255948587,-0.0408121729
31,8282140,-0.708658159,-1.65339124,-1.41034842,0.6613186,0.0103855757,1.16790605,0.317518473,-2.59249544,-4.63272619,-0.380569249,0.15220134,-0.494438857,-0.0566926527,-0.12,-0.4,0.0983955801,0.000830846056,0.0934324837,0.395255542,0.3,-0.3,-0.257085387,0.0121761072,-0.0395551085,-0.0566926527,0.4,0.000830846056,0.395255542,0.0121761072,0.3,-0.12,0.0983955801,0.0934324837,-0.3,-0.257085387,-0.0395551085
32,8299839,-0.66771692,-1.55534053,-1.36650765,0.708325684,-0.00694866991,1.17266202,0.330739319,-2.59356332,-4.74537992,-0.378619403,0.187154904,-0.451255441,-0.0534173536,-0.12,-0.4,0.112497705,-0.000555893593,0.0938129616,0.399221796,0.3,-0.3,-0.25679291,0.0149723923,-0.0361004353,-0.0534173536,0.4,-0.000555893593,0.399221796,0.0149723923,0.3,-0.12,0.112497705,0.0938129616,-0.3,-0.25679291,-0.0361004353
33,8323248,-0.620676219,-1.44669735,-1.31378794,0.758818865,-0.0322541408,1.18525589,0.339741141,-2.60306025,-4.85164928,-0.366190344,0.234651342,-0.383306146,-0.0496540976,-0.115735788,-0.4,0.127645659,-0.00258033127,0.0948204708,0.401922342,0.3,-0.3,-0.254928552,0.0187721074,-0.0306644917,-0.0496540976,0.4,-0.00258033127,0.401922342,0.0187721074,0.3,-0.115735788,0.127645659,0.0948204708,-0.3,-0.254928552,-0.0306644917
34,8344293,-0.581087291,-1.33446968,-1.25753665,0.810482025,-0.0606697947,1.2012043,0.346182644,-2.62393045,-4.95322514,-0.345325351,0.290234268,-0.294912308,-0.0464869833,-0.106757574,-0.4,0.143144608,-0.00485358357,0.096096344,0.403854793,0.3,-0.3,-0.251798803,0.0232187414,-0.0235929847,-0.0464869833,0.4,-0.00485358357,0.403854793,0.0232187414,0.3,-0.106757574,0.143144608,0.096096344,-0.3,-0.251798803,-0.0235929847
35,8359664,-0.554240763,-1.22386825,-1.20318246,0.855481565,-0.0886050388,1.21975124,0.349104971,-2.65737677,-5.0514698,-0.317637295,0.348304629,-0.193810031,-0.0443392611,-0.0979094601,-0.4,0.156644469,-0.00708840311,0.0975800991,0.404731491,0.3,-0.3,-0.247645594,0.0278643703,-0.0155048025,-0.0443392611,0.4,-0.00708840311,0.404731491,0.0278643703,0.3,-0.0979094601,0.156644469,0.0975800991,-0.3,-0.247645594,-0.0155048025
36,8383115,-0.539501011,-1.11226654,-1.15316224,0.89783287,-0.114771977,1.23390079,0.350511014,-2.70711374,-5.15106678,-0.285655826,0.407671988,-0.0862281471,-0.0431600809,-0.0889813232,-0.4,0.169349861,-0.00918175817,0.0987120628,0.405153304,0.3,-0.3,-0.242848374,0.032613759,-0.00689825177,-0.0431600809,0.4,-0.00918175817,0.405153304,0.032613759,0.3,-0.0889813232,0.169349861,0.0987120628,-0.3,-0.242848374,-0.00689825177
37,8400370,-0.539287508,-0.999136865,-1.11153126,0.93840158,-0.139648244,1.24182248,0.349691331,-2.76733971,-5.25366688,-0.253414989,0.467894703,0.0244490076,-0.0431430006,-0.0799309492,-0.4,0.181520474,-0.0111718595,0.0993457985,0.404907399,0.3,-0.3,-0.238012248,0.0374315763,0.00195592061,-0.0431430006,0.4,-0.0111718595,0.404907399,0.0374315763,0.3,-0.0799309492,0.181520474,0.0993457985,-0.3,-0.238012248,0.00195592061
38,8420069,-0.559094191,-0.897356451,-1.08368504,0.964966059,-0.160374776,1.24432826,0.34859246,-2.83499074,-5.35858583,-0.226556584,0.518453538,0.13555415,-0.0447275352,-0.071788516,-0.4,0.189489818,-0.012829982,0.0995462608,0.404577738,0.3,-0.3,-0.233983488,0.0414762831,0.010844332,-0.0447275352,0.4,-0.012829982,0.404577738,0.0414762831,0.3,-0.071788516,0.189489818,0.0995462608,-0.3,-0.233983488,0.010844332
39,8439905,-0.591343641,-0.812049806,-1.06236589,0.979998052,-0.175149947,1.24300504,0.350479245,-2.90189338,-5.47112417,-0.207958892,0.559223056,0.243848622,-0.0473074913,-0.0649639845,-0.4,0.193999416,-0.0140119958,0.099440403,0.405143774,0.3,-0.3,-0.231193834,0.0447378445,0.0195078897,-0.0473074913,0.4,-0.0140119958,0.405143774,0.0447378445,0.3,-0.0649639845,0.193999416,0.099440403,-0.3,-0.231193834,0.0195078897
40,8459859,-0.62163198,-0.725535452,-1.03504574,1.00667965,-0.188099295,1.24038553,0.353603035,-2.95392418,-5.59347343,-0.192194924,0.604481578,0.352346182,-0.0497305584,-0.0580428362,-0.4,0.2,-0.0150479436,0.0992308426,0.406080911,0.3,-0.3,-0.228829239,0.0483585262,0.0281876945,-0.0497305584,0.4,-0.0150479436,0.406080911,0.0483585262,0.3,-0.0580428362,0.2,0.0992308426,-0.3,-0.228829239,0.0281876945
41,8489993,-0.63299185,-0.632660627,-1.001243,1.03004467,-0.204513595,1.22281921,0.34784016,-3.00049663,-5.72962189,-0.176352113,0.655086219,0.449943662,-0.050639348,-0.0506128502,-0.4,0.2,-0.0163610876,0.0978255367,0.404352048,0.3,-0.3,-0.226452817,0.0524068975,0.0359954929,-0.050639348,0.4,-0.0163610876,0.404352048,0.0524068975,0.3,-0.0506128502,0.2,0.0978255367,-0.3,-0.226452817,0.0359954929
42,8498185,-0.616717279,-0.531713963,-0.961073101,1.05381835,-0.223450571,1.19304335,0.333112478,-3.04095817,-5.87940693,-0.161490977,0.712792099,0.535120964,-0.0493373823,-0.042537117,-0.38832193,0.2,-0.0178760457,0.0954434681,0.399933743,0.3,-0.3,-0.224223647,0.0570233679,0.0428096771,-0.0493373823,0.38832193,-0.0178760457,0.399933743,0.0570233679,0.3,-0.042537117,0.2,0.0954434681,-0.3,-0.224223647,0.0428096771
