frame_index,elapsed_us,raw_action_0,raw_action_1,raw_action_2,raw_action_3,raw_action_4,raw_action_5,raw_action_6,raw_action_7,raw_action_8,raw_action_9,raw_action_10,raw_action_11,target_q_model_rad_0,target_q_model_rad_1,target_q_model_rad_2,target_q_model_rad_3,target_q_model_rad_4,target_q_model_rad_5,target_q_model_rad_6,target_q_model_rad_7,target_q_model_rad_8,target_q_model_rad_9,target_q_model_rad_10,target_q_model_rad_11,target_rad_0,target_rad_1,target_rad_2,target_rad_3,target_rad_4,target_rad_5,target_rad_6,target_rad_7,target_rad_8,target_rad_9,target_rad_10,target_rad_11
0,8680147,0.0389881469,-0.29241249,-0.0942409262,-0.0259725433,0.00262991129,0.078533709,-0.183973521,-0.217447981,-0.322770059,-0.0342792496,-0.060713686,-0.0701723471,0.00311905175,-0.0233929992,-0.328272278,-0.307791763,0.000210392904,0.00628269672,0.3,0.3,-0.248415509,-0.205141887,-0.00485709488,-0.00561378777,0.00311905175,0.328272278,0.000210392904,0.3,0.403018312,-0.397645349,0.0233929992,-0.307791763,0.00628269672,-0.3,-0.327539776,0.33469689
1,8684577,0.0511336625,-0.468059331,-0.13090694,0.0378765278,0.0108718621,0.131423235,-0.291895896,-0.315633565,-0.635239124,-0.0460021049,-0.101817854,-0.16154623,0.004090693,-0.0374447465,-0.339272082,-0.288637042,0.000869748965,0.0105138588,0.3,0.3,-0.295285869,-0.206900316,-0.0081454283,-0.0129236984,0.004090693,0.339272082,0.000869748965,0.3,0.481413292,-0.469743349,0.0374447465,-0.288637042,0.0105138588,-0.3,-0.323218811,0.344691761
2,8704573,0.0523225926,-0.568843126,-0.1488574,0.0942803174,0.016061306,0.161330819,-0.345696956,-0.344275236,-0.92161262,-0.0657753497,-0.117874533,-0.238354266,0.00418580741,-0.0455074501,-0.34465722,-0.271715905,0.00128490448,0.0129064655,0.3,0.3,-0.338241893,-0.209866302,-0.00942996264,-0.0190683413,0.00418580741,0.34465722,0.00128490448,0.3,0.552185525,-0.537853499,0.0455074501,-0.271715905,0.0129064655,-0.3,-0.321997372,0.355474317
3,8724911,0.0504661165,-0.61014998,-0.175598577,0.126628786,0.00657641888,0.157443613,-0.387907088,-0.345439285,-1.16588318,-0.0896523222,-0.112684064,-0.289187372,0.00403728932,-0.0488119984,-0.352679573,-0.262011364,0.00052611351,0.012595489,0.3,0.3,-0.374882478,-0.213447848,-0.00901472509,-0.0231349897,0.00403728932,0.352679573,0.00052611351,0.3,0.611753758,-0.597851878,0.0488119984,-0.262011364,0.012595489,-0.3,-0.323804154,0.365191928
4,8744271,0.0362541042,-0.603161573,-0.195455715,0.154501185,-0.010796153,0.132912323,-0.398173779,-0.31685704,-1.34117448,-0.118341364,-0.0996414945,-0.316747189,0.00290032834,-0.0482529259,-0.358636715,-0.253649645,-0.000863692239,0.0106329858,0.3,0.3,-0.38,-0.217751205,-0.00797131956,-0.0253397751,0.00290032834,0.358636715,-0.000863692239,0.3,0.619167302,-0.607220567,0.0482529259,-0.253649645,0.0106329858,-0.3,-0.328587265,0.374221053
5,8772748,0.0256280135,-0.555192828,-0.193549976,0.160120457,-0.0360143781,0.10238941,-0.385819167,-0.280187696,-1.45009112,-0.148020327,-0.0800097659,-0.324785173,0.00205024108,-0.0444154263,-0.358064993,-0.251963863,-0.00288115025,0.00819115281,0.3,0.3,-0.38,-0.222203049,-0.00640078127,-0.0259828138,0.00205024108,0.358064993,-0.00288115025,0.3,0.617627243,-0.608727638,0.0444154263,-0.251963863,0.00819115281,-0.3,-0.335124375,0.381944621
6,8783587,0.00163645402,-0.501483262,-0.182418659,0.1607382,-0.0570427477,0.0822774768,-0.342768669,-0.257830024,-1.50211096,-0.172661617,-0.0540111288,-0.316398799,0.000130916322,-0.0401186609,-0.354725598,-0.25177854,-0.00456341982,0.00658219814,0.3,0.3,-0.38,-0.225899243,-0.00432089031,-0.025311904,0.000130916322,0.354725598,-0.00456341982,0.3,0.615590397,-0.61072602,0.0401186609,-0.25177854,0.00658219814,-0.3,-0.341715874,0.387168816
7,8803344,-0.0389445312,-0.463930726,-0.172867134,0.162279233,-0.0651122853,0.0832521096,-0.294577777,-0.260670185,-1.52054513,-0.192486495,-0.0330180675,-0.298809588,-0.0031155625,-0.0371144581,-0.35186014,-0.25131623,-0.00520898283,0.00666016877,0.3,0.3,-0.38,-0.228872974,-0.0026414454,-0.023904767,-0.0031155625,0.35186014,-0.00520898283,0.3,0.613947937,-0.612341765,0.0371144581,-0.25131623,0.00666016877,-0.3,-0.347855219,0.390517963
8,8827179,-0.0441058092,-0.428119421,-0.161695391,0.162363887,-0.0726034641,0.0894834697,-0.271010846,-0.284456968,-1.54637182,-0.200633258,-0.0409627818,-0.282001853,-0.00352846473,-0.0342495537,-0.348508617,-0.251290834,-0.00580827713,0.00715867758,0.3,0.3,-0.38,-0.230094989,-0.00327702254,-0.0225601482,-0.00352846473,0.348508617,-0.00580827713,0.3,0.614569284,-0.611730073,0.0342495537,-0.251290834,0.00715867758,-0.3,-0.351117722,0.391139391
9,8843332,-0.00966835022,-0.396098882,-0.147263154,0.156280398,-0.0830519572,0.0926630422,-0.259940565,-0.314424992,-1.59338176,-0.199865773,-0.052241087,-0.262550563,-0.000773468018,-0.0316879106,-0.344178946,-0.25311588,-0.00664415658,0.00741304338,0.3,0.3,-0.38,-0.229979866,-0.00417928696,-0.021004045,-0.000773468018,0.344178946,-0.00664415658,0.3,0.615451836,-0.61086218,0.0316879106,-0.25311588,0.00741304338,-0.3,-0.352436225,0.389422053
